graph_id,label
36,"1184.4983,699.1174,195.58707,-1,-1,-1,-1"
37,"5338.6885,292.4229,1334.6406,-1,-1,-1,-1"
38,"289.45172,2561.403,381.08362,-1,-1,-1,-1"
39,"127-1.0846,4252.5415,177.83624,-1,-1,-1,-1"
40,"771.49115,792.1525,1739.358,-1,-1,-1,-1"
41,"1911.9152,534.52216,542.2931,-1,-1,-1,-1"
42,"1558.6696,242.91267,728.2872,-1,-1,-1,-1"
43,"200.29822,424.02145,456.44943,-1,-1,-1,-1"
44,"118.22606,486.9993,285.59042,-1,-1,-1,-1"
45,"861.85815,753.8528,1173.0018,-1,-1,-1,-1"
46,"7203.7656,803.1446,2797.6523,-1,-1,-1,-1"
47,"429.18008,933.5921,73.08929,-1,-1,-1,-1"
48,"625.13586,165.14772,174.19044,-1,-1,-1,-1"
49,"1615.6063,222.28885,188.16356,-1,-1,-1,-1"
50,"219.34564,400.83752,6452.0728,-1,-1,-1,-1"
51,"4361.3506,298.2286,4444.1816,-1,-1,-1,-1"
52,"194.71983,1152.5238,253.72108,-1,-1,-1,-1"
53,"1081.1547,236.55588,872.04144,-1,-1,-1,-1"
54,"2255.3186,1333.3604,1177.847,-1,-1,-1,-1"
55,"701.8003,122.7272,212.09085,-1,-1,-1,-1"
56,"1568.6873,59.696114,448.95276,-1,-1,-1,-1"
57,"276.1656,659.7386,961.8885,-1,-1,-1,-1"
58,"346.64346,443.43475,425.20526,-1,-1,-1,-1"
59,"1560.4169,351.4382,116.45951,-1,-1,-1,-1"
60,"117.08853,1808.1808,1640.9332,-1,-1,-1,-1"
61,"1652.6157,149.13298,507.1614,-1,-1,-1,-1"
62,"831.1671,717.9566,505.0825,-1,-1,-1,-1"
63,"1158.1626,421.8851,157.56888,-1,-1,-1,-1"
64,"318.9611,152.77426,320.54315,-1,-1,-1,-1"
65,"521.079,481.35553,635.4229,-1,-1,-1,-1"
66,"473.2519,94.37461,1195.231,-1,-1,-1,-1"
67,"2186.657,431.33105,87.61555,-1,-1,-1,-1"
68,"1566.1948,1019.1284,200.33907,-1,-1,-1,-1"
69,"64.93459,258.40982,674.65875,-1,-1,-1,-1"
70,"671.6557,710.7981,507.10425,-1,-1,-1,-1"
71,"1608.2324,399.4193,385.00012,-1,-1,-1,-1"
72,"423.30817,500.87503,445.58563,-1,-1,-1,-1"
73,"726.55896,310.19614,1140.4692,-1,-1,-1,-1"
74,"4563.3906,568.0348,292.36346,-1,-1,-1,-1"
75,"1497.394,839.60846,532.7939,-1,-1,-1,-1"
76,"1032.9077,307.72897,280.96555,-1,-1,-1,-1"
77,"2063.832,429.55515,685.1686,-1,-1,-1,-1"
78,"33-1.00116,480.70636,442.5171,-1,-1,-1,-1"
79,"132.66965,2843.09,383.04486,-1,-1,-1,-1"
80,"1080.3131,325.1235,123.38321,-1,-1,-1,-1"
81,"91.05808,849.5026,178.59618,-1,-1,-1,-1"
82,"1035.6035,703.39777,106.39935,-1,-1,-1,-1"
83,"1475.8113,782.6958,790.1045,-1,-1,-1,-1"
84,"1101.044,134.50777,1199.8159,-1,-1,-1,-1"
85,"715.8671,299.68814,1021.52924,-1,-1,-1,-1"
86,"770.69574,417.70193,561.1404,-1,-1,-1,-1"
87,"1446.4879,435.7586,460.99002,-1,-1,-1,-1"
88,"4397.3877,312.1854,240.915,-1,-1,-1,-1"
89,"410.30014,796.9212,354.09296,-1,-1,-1,-1"
90,"119.86477,3131.4058,508.1036,-1,-1,-1,-1"
91,"1516.6987,622.70435,490.93,-1,-1,-1,-1"
92,"274.5407,896.1828,383.2345,-1,-1,-1,-1"
93,"1388.1578,779.6633,63.544716,-1,-1,-1,-1"
94,"462.61316,1217.0955,761.0569,-1,-1,-1,-1"
95,"1335.8911,658.4583,162.58432,-1,-1,-1,-1"
96,"2159.1284,408.63297,602.869,-1,-1,-1,-1"
97,"392.5319,238.3068,1643.6661,-1,-1,-1,-1"
98,"1917.3319,234.88661,235.79979,-1,-1,-1,-1"
99,"3758.3203,454.25235,629.71515,-1,-1,-1,-1"
100,"165.75229,304.57373,327.567,402.64886,-1,-1,-1"
101,"585.9732,379.99142,344.05008,1418.4711,-1,-1,-1"
102,"1873.6656,884.6089,609.68097,218.82191,-1,-1,-1"
103,"366.06308,661.68396,390.50604,282.6334,-1,-1,-1"
104,"1819.9838,126.07531,82.63576,227.59245,-1,-1,-1"
105,"609.9458,651.97284,575.89124,517.8198,-1,-1,-1"
106,"832.3526,763.3024,494.44345,192.29305,-1,-1,-1"
107,"733.17535,192.4146,112.796646,761.19073,-1,-1,-1"
108,"807.5791,923.2777,3619.9465,539.4287,-1,-1,-1"
109,"2057.414,60.253674,543.8665,728.94476,-1,-1,-1"
110,"934.10535,1895.4756,2179.1274,418.69437,-1,-1,-1"
111,"1035.0256,317.8076,378.8097,248.11858,-1,-1,-1"
112,"1219.5106,381.35168,145.20424,290.37912,-1,-1,-1"
113,"115.70613,693.9438,2848.5454,1567.5732,-1,-1,-1"
114,"10584.612,357.2454,58.248703,638.2686,-1,-1,-1"
115,"914.09827,864.1234,328.54532,364.28598,-1,-1,-1"
116,"261.67148,341.73923,861.40533,331.05344,-1,-1,-1"
117,"2231.295,443.22226,318.5848,100.13367,-1,-1,-1"
118,"86.420364,158.16142,762.54767,181.8299,-1,-1,-1"
119,"214.82118,233.92506,6048.4897,391.41635,-1,-1,-1"
120,"186.84615,284.4272,1695.9513,711.4175,-1,-1,-1"
121,"1217.5371,2185.4912,2876.3516,597.4497,-1,-1,-1"
122,"754.8829,274.30307,432.8036,167.83269,-1,-1,-1"
123,"365.94485,992.21484,119.403984,432.2601,-1,-1,-1"
124,"1931.3369,607.8641,672.1994,262.13925,-1,-1,-1"
125,"174.88617,3601.3823,469.866,637.41815,-1,-1,-1"
126,"455.86072,119.32235,785.7313,2232.4612,-1,-1,-1"
127,"959.87994,1216.8997,55.638264,407.3824,-1,-1,-1"
128,"1093.6881,496.69778,528.3698,140.68599,-1,-1,-1"
129,"5496.9097,439.23135,320.4102,1008.12714,-1,-1,-1"
130,"1807.739,777.24896,415.02817,458.14133,-1,-1,-1"
131,"3579.5708,2127.437,734.30194,329.27457,-1,-1,-1"
132,"1735.9148,334.50632,1317.8293,2655.7634,-1,-1,-1"
133,"1960.9443,5017.7095,325.76498,2081.2556,-1,-1,-1"
134,"1510.7192,104.465744,362.70822,364.28882,-1,-1,-1"
135,"92.76632,282.256,368.5258,376.4938,-1,-1,-1"
136,"11041.094,713.16046,272.76398,251.36018,-1,-1,-1"
137,"1178.8899,1062.2855,330.81656,4434.666,-1,-1,-1"
138,"439.7593,1944.5223,244.53276,1538.5098,-1,-1,-1"
139,"680.20795,954.7151,404.11768,107.266655,-1,-1,-1"
140,"1148.9664,545.1795,1160.878,2645.1025,-1,-1,-1"
141,"378.36856,1375.3677,994.30884,4911.9067,-1,-1,-1"
142,"217.41405,4392.7876,217.61053,911.0177,-1,-1,-1"
143,"374.93686,90.4928,724.68976,164.46916,-1,-1,-1"
144,"325.6421,299.35004,448.36716,375.03653,-1,-1,-1"
145,"1175.8584,175.00984,2689.8706,798.5482,-1,-1,-1"
146,"727.68427,574.9471,592.5806,133.43074,-1,-1,-1"
147,"1065.8904,572.82605,742.3023,194.93086,-1,-1,-1"
148,"2356.155,844.52563,65.05353,498.89005,-1,-1,-1"
149,"626.53925,560.3991,552.40814,414.20895,-1,-1,-1"
150,"228.0692,1296.889,87.35464,360.55984,-1,-1,-1"
151,"411.08774,1454.5824,285.3309,1397.8456,-1,-1,-1"
152,"3743.9082,316.5875,117.421005,554.8072,-1,-1,-1"
153,"2339.2737,287.17572,262.57047,330.67813,-1,-1,-1"
154,"474.083,278.43552,122.71862,3641.4492,-1,-1,-1"
155,"242.80869,270.4861,2789.7373,1688.7069,-1,-1,-1"
156,"1238.2347,4741.2505,715.93225,489.8023,-1,-1,-1"
157,"619.09454,395.28,315.14236,991.9743,-1,-1,-1"
158,"3591.825,537.6158,270.3315,2916.3936,-1,-1,-1"
159,"510.334,894.39154,975.33606,704.7299,-1,-1,-1"
160,"1617.7328,446.93155,157.86156,372.17322,-1,-1,-1"
161,"781.5529,346.27292,752.4836,332.97562,-1,-1,-1"
162,"3368.6733,613.64514,81.85673,107.072296,-1,-1,-1"
163,"1137.2885,458.31735,234.55983,281.68497,-1,-1,-1"
164,"1132.639,73.94266,784.2941,1474.3634,-1,-1,-1"
165,"2394.191,249.1007,845.36835,570.41595,-1,-1,-1"
166,"741.52136,543.53125,836.5638,507.05753,-1,-1,-1"
167,"653.5772,184.65477,382.31927,108.71376,-1,-1,-1"
168,"594.35474,588.68243,874.3446,3027.31,-1,-1,-1"
169,"1199.1237,2035.6765,1147.576,246.3562,-1,-1,-1"
170,"710.42413,95.54587,332.6048,234.63937,-1,-1,-1"
171,"328.04532,435.26328,1766.9221,1194.013,-1,-1,-1"
172,"750.52515,454.3363,507.1185,1524.7858,-1,-1,-1"
173,"422.4474,1581.923,564.4058,788.40436,-1,-1,-1"
174,"951.2093,617.572,1141.9288,368.63486,-1,-1,-1"
175,"99.271736,293.89774,469.5593,371.05984,-1,-1,-1"
176,"497.43228,583.81976,1494.5583,467.5336,-1,-1,-1"
177,"774.50397,949.039,154.76817,235-1.0854,-1,-1,-1"
178,"105-1.0206,1888.8717,903.668,627.89154,-1,-1,-1"
179,"356.1567,467.40717,162.41237,2839.5583,-1,-1,-1"
180,"407.52798,192.55746,300.6529,413.5137,-1,-1,-1"
181,"1420.2118,157.91095,128.6877,1162.7036,-1,-1,-1"
182,"796.0949,3284.814,324.9736,723.8085,-1,-1,-1"
183,"275.0651,891.184,1965.9484,330.8937,-1,-1,-1"
184,"2836.6436,1919.6671,407.15836,421.7634,-1,-1,-1"
185,"471.72507,2793.1572,207.90283,425.62198,-1,-1,-1"
186,"976.8859,250.89159,1105.4999,1901.8241,-1,-1,-1"
187,"434.9326,1846.3514,413.56564,539.15265,-1,-1,-1"
188,"264.1719,599.21356,191.54204,164.03398,-1,-1,-1"
189,"1065.851,61.19886,80.897484,380.91898,-1,-1,-1"
190,"570.1912,688.00397,1668.6345,45-1.03445,-1,-1,-1"
191,"362.4458,65.66844,574.17377,121.25295,-1,-1,-1"
192,"187.66844,2779.0444,291.5383,543.8852,-1,-1,-1"
193,"103.32546,839.10706,2424.4348,606.3529,-1,-1,-1"
194,"342.49323,273.16226,687.6009,323.179,-1,-1,-1"
195,"1098.9491,267.84567,348.7227,593.68414,-1,-1,-1"
196,"734.4319,1317.7296,2223.5996,321.7362,-1,-1,-1"
197,"1455.712,1119.3492,189.18523,203.52184,-1,-1,-1"
198,"1008.23694,234.90353,365.68896,1962.1667,-1,-1,-1"
199,"4350.435,186.93398,245.18199,684.0494,-1,-1,-1"
200,"5698.235,1452.7128,284.28268,259.76016,230.68034,-1,-1"
201,"1323.7122,155.68324,1352.7223,482.05258,488.68353,-1,-1"
202,"412.90283,277.0647,93.679756,62.259777,185.04515,-1,-1"
203,"3555.4556,460.24133,1480.8925,112.37535,365.55435,-1,-1"
204,"4570.518,160.87303,1436.5695,718.2659,69.66847,-1,-1"
205,"1829.9668,169.50056,94.5108,382.94757,600.7427,-1,-1"
206,"1131.027,108.29997,1230.6578,268.34244,383.3424,-1,-1"
207,"417.541,387.4341,640.6547,485.09915,435.59955,-1,-1"
208,"586.25275,204.17793,379.21313,524.0367,637.63043,-1,-1"
209,"779.98615,334.834,1158.7164,6-1.09934,101.02959,-1,-1"
210,"7340.857,212.37361,249.07542,297.36813,110.952385,-1,-1"
211,"1097.4253,549.26245,1469.6746,207.25253,25-1.05531,-1,-1"
212,"5753.5073,250.34874,448.1819,374.1488,175.33167,-1,-1"
213,"542.4754,1210.8478,273.56866,375.7202,496.58322,-1,-1"
214,"161.23643,88.27501,76.948074,547.1816,590.6547,-1,-1"
215,"3131.168,237.69931,389.00684,368.18777,505.8907,-1,-1"
216,"337.0898,442.7336,7201.5747,1107.8553,230.2301,-1,-1"
217,"453.06076,1325.3507,487.9369,716.49585,490.5253,-1,-1"
218,"356.1035,2238.5356,650.95917,59.71214,159.8375,-1,-1"
219,"639.7563,771.9556,530.367,394.4249,438.77853,-1,-1"
220,"701.8694,282.44528,519.1571,1165.161,1525.9132,-1,-1"
221,"3406.785,491.69562,664.07434,2183.521,1187.0427,-1,-1"
222,"583.6147,591.9732,201.69853,194.81047,59-1.0773,-1,-1"
223,"139.79805,1297.8466,207.40796,5575.822,81.03767,-1,-1"
224,"231.0641,523.3271,493.35614,2565.01,589.7542,-1,-1"
225,"314.8738,667.88824,118.81351,312.90073,855.9673,-1,-1"
226,"832.8818,187.34306,182.25504,1126.9966,33-1.00107,-1,-1"
227,"967.13165,949.3234,158.86537,4472.2925,377.2076,-1,-1"
228,"2543.9482,385.26373,1190.7146,1831.1619,73.77535,-1,-1"
229,"425.37485,743.3693,953.0684,80.17784,397.26862,-1,-1"
230,"2988.3486,284.2,2005.9694,201.0309,938.45,-1,-1"
231,"178.48734,452.55005,2053.6714,182.39108,273.27118,-1,-1"
232,"667.88666,637.28937,266.40405,154.14885,614.38153,-1,-1"
233,"1266.6727,582.50934,100.66238,227.77293,65-1.01105,-1,-1"
234,"552.518,398.09637,4141.345,384.79742,588.7186,-1,-1"
235,"1137.5334,364.91385,484.10947,402.22617,2111.9797,-1,-1"
236,"22-1.05965,622.63995,950.9934,641.54584,372.508,-1,-1"
237,"1739.6992,523.6877,4501.4688,346.69348,176.65445,-1,-1"
238,"608.07794,730.85114,2836.7507,353.58353,524.28735,-1,-1"
239,"125.51924,1751.504,423.23892,101.73819,455.04916,-1,-1"
240,"288.88315,224.81209,807.9301,793.2293,2037.6248,-1,-1"
241,"1127.7758,138.20871,314.5519,1033.5804,3368.4387,-1,-1"
242,"752.9691,1029.671,1111.3226,1426.0342,4354.994,-1,-1"
243,"381.5174,487.13257,1687.1339,440.49585,570.6712,-1,-1"
244,"2058.975,1001.5652,1530.9686,891.8414,207.91986,-1,-1"
245,"1516.4515,2236.9568,99.949036,215.99944,434.68558,-1,-1"
246,"235.65427,1494.8136,603.36816,219.16751,754.4183,-1,-1"
247,"389.70755,102.7506,471.17154,646.98676,153.94595,-1,-1"
248,"3038.913,580.4082,571.8414,368.4174,149.7228,-1,-1"
249,"699.3339,117.43056,184.58498,2258.4155,3371.8884,-1,-1"
250,"5601.327,305.8475,510.29483,590.5483,275.7459,-1,-1"
251,"288.84097,191.98787,338.31073,570.27386,232.50005,-1,-1"
252,"69.898254,604.9854,552.17523,211.51027,1553.6292,-1,-1"
253,"1263.6649,111.969894,5193.2056,838.236,686.84937,-1,-1"
254,"2142.3594,871.3263,706.90753,2910.1567,338.1954,-1,-1"
255,"266.63367,2156.4111,438.78183,738.8077,914.84216,-1,-1"
256,"107.19968,342.0663,192.70027,2462.4473,285.30267,-1,-1"
257,"373.507,1895.8359,2500.2031,1486.5621,999.3131,-1,-1"
258,"611.99945,499.3263,335.88565,209-1.0093,1454.3096,-1,-1"
259,"1061.5527,2027.8857,1090.5953,360.40924,396.5284,-1,-1"
260,"454.7427,997.5046,132.71953,521.46844,186.6565,-1,-1"
261,"478.0091,606.21643,101.73482,211.5806,148.34364,-1,-1"
262,"401.89493,624.97784,446.67358,129.10002,335.57245,-1,-1"
263,"1408.3868,850.3869,2170.229,126.24674,309.88928,-1,-1"
264,"756.12775,1724.2446,1155.3695,1173.426,83.543045,-1,-1"
265,"2734.1252,718.6187,679.6625,837.0992,157.47809,-1,-1"
266,"4373.5,224.80057,89.71782,115.11064,207.04001,-1,-1"
267,"201.74232,1043.4694,602.9932,1030.1476,382.205,-1,-1"
268,"350.60654,9015.59,501.1036,5744.024,264.00467,-1,-1"
269,"338.3751,298.44614,1799.7848,160.20734,287.49625,-1,-1"
270,"375.7391,948.02216,56.07493,1474.0822,368.00308,-1,-1"
271,"767.1509,1509.5046,491.8635,95.07368,647.9191,-1,-1"
272,"302.56467,326.9081,1088.7787,379.88766,998.5962,-1,-1"
273,"342.4847,326.25592,4814.72,313.11508,307.28735,-1,-1"
274,"233.07489,247.98712,627.8095,236.33986,928.5914,-1,-1"
275,"983.9906,1065.028,1063.7277,263.9496,260.67947,-1,-1"
276,"279.74167,971.4827,379.26016,527.83496,567.3766,-1,-1"
277,"798.3436,1085.7179,391.89822,451.71994,303.43222,-1,-1"
278,"596.8753,6134.3687,875.9398,730.15436,405.003,-1,-1"
279,"346.8745,1058.899,4568.439,128.36998,588.963,-1,-1"
280,"893.0977,123.595894,120.32998,542.46106,187.27975,-1,-1"
281,"483.69623,266.4746,656.10126,815.3099,440.75885,-1,-1"
282,"2336.401,1266.0688,60.720234,2369.9062,1159.2429,-1,-1"
283,"752.5576,1685.6697,483.98007,170.1197,317.53818,-1,-1"
284,"1469.9532,296.78287,1788.1266,1121.233,199.27861,-1,-1"
285,"1506.0969,163.70198,327.96896,4626.0356,160.12192,-1,-1"
286,"1291.7096,296.83005,82.75516,563.2065,198.78397,-1,-1"
287,"1275.3868,262.90106,163.58348,339.57687,72.02157,-1,-1"
288,"514.6344,62.102962,530.40283,121.909164,258.90915,-1,-1"
289,"688.6448,1543.1561,628.8193,287.5648,540.50433,-1,-1"
290,"1406.8424,80.16266,3837.8489,615.74976,270.7282,-1,-1"
291,"353.7738,143.342,118.304855,1894.6432,980.43066,-1,-1"
292,"825.33466,270.22208,108.36647,343.2518,436.1374,-1,-1"
293,"866.56134,902.0468,127.75282,141.27878,585.2163,-1,-1"
294,"539.6567,3907.8054,572.2259,205.83759,1657.6823,-1,-1"
295,"5003.846,390.6076,225.25993,503.6719,311.5659,-1,-1"
296,"225.55382,7343.162,4773.434,846.767,184.3315,-1,-1"
297,"311.82053,225.92966,379.50302,197.68382,2331.547,-1,-1"
298,"287.22443,310.7855,450.1922,612.0203,653.06946,-1,-1"
299,"185.60863,1009.07794,665.62885,2351.8865,400.27618,-1,-1"
300,"775.2309,650.5589,2977.77,474.8507,239.99481,900.6299,-1"
301,"635.20593,446.66003,480.9445,288.09006,1022.8399,918.97205,-1"
302,"613.5611,502.49625,815.1313,98.10908,429.51227,102.05022,-1"
303,"477.3011,782.83966,428.04007,1208.3761,308.86877,327.5762,-1"
304,"297.0897,2334.8481,105.62398,1906.6283,259.9082,497.8856,-1"
305,"1680.968,478.81192,214.49995,165.18869,655.5251,662.3066,-1"
306,"333.9736,981.75726,1944.0696,188.23036,76.18435,102.86297,-1"
307,"130.38965,3217.0156,746.5629,184.77063,861.14514,437.3089,-1"
308,"947.59735,178.37071,335.71878,496.60385,110.980995,132.32968,-1"
309,"499.13254,326.829,1387.9012,157.01192,213.72766,270.63858,-1"
310,"629.85693,239.70137,408.60867,193.66493,2071.5327,793.0141,-1"
311,"45-1.09958,149.93901,494.40723,436.70892,1553.0667,837.0709,-1"
312,"251.03372,66.065186,539.3153,362.8686,503.72903,483.1511,-1"
313,"681.8941,675.72974,66.82036,609.1678,131.80602,586.9414,-1"
314,"1923.1744,2276.7432,740.5751,508.53885,156.82951,671.989,-1"
315,"194.52736,819.16376,360.77567,566.92346,350.7627,245.834,-1"
316,"3024.6265,908.59436,2138.1787,152.41388,553.26263,283.44427,-1"
317,"5732.9556,724.40405,160.73012,118.405045,1519.5537,349.34143,-1"
318,"931.123,284.36676,231.40652,141.99693,134.34244,439.91898,-1"
319,"481.40848,1908.9741,385.71072,727.84283,2898.5718,621.6947,-1"
320,"41-1.08234,1435.1273,2362.5166,625.2729,278.20312,1236.4254,-1"
321,"608.799,390.3212,231.1255,401.8483,1081.7825,162.07707,-1"
322,"136.48189,1767.146,296.97546,235.84973,146.20158,741.7254,-1"
323,"2854.174,192.04454,668.73663,942.62305,62.223366,130.40103,-1"
324,"3688.8484,1093.5913,327.7085,117.73773,56.182705,213.46146,-1"
325,"1724.9906,170.85059,241.22818,923.63995,648.20996,681.80084,-1"
326,"283.80743,1323.2279,415.54642,203.06972,617.80145,771.50256,-1"
327,"260.63992,194.89278,5056.8574,458.9408,350.2893,814.63367,-1"
328,"282.1666,54.513664,859.13275,1566.6578,195.16466,302.43304,-1"
329,"151.21182,1900.3092,357.77982,2970.4707,470.7567,179.50974,-1"
330,"554.28033,1356.7047,5300.2515,1214.9823,387.2471,662.7768,-1"
331,"789.2542,470.50967,375.66113,1240.6544,1282.081,322.43814,-1"
332,"769.4233,187.50783,852.2892,291.84622,181.01636,394.83646,-1"
333,"2082.1382,362.09378,1304.705,894.8559,208.80565,675.99634,-1"
334,"853.34204,125.8006,1936.4832,427.54062,122.48422,160.24686,-1"
335,"1246.4379,221.99629,108.72479,294.88885,324.22345,534.91064,-1"
336,"275.8049,428.23825,1102.9066,443.75992,507.7402,1142.9894,-1"
337,"3097.4133,131.71468,11-1.06177,821.92865,183.82994,251.87398,-1"
338,"234.76747,715.7615,300.72903,164.3713,492.51422,75.342926,-1"
339,"113.37468,830.96674,2795.563,8119.6626,57.880573,510.37448,-1"
340,"143.9599,79.36992,230.46495,1564.8864,127.9316,502.1534,-1"
341,"1497.7875,534.9025,91.96161,392.63187,915.33734,75.54408,-1"
342,"409.79642,1873.7958,1384.0847,4220.8696,183.41669,765.88635,-1"
343,"2521.1746,355.1168,988.1939,183.04619,600.9756,403.55914,-1"
344,"234.5468,216.32448,913.0697,238.29066,442.27377,57.25225,-1"
345,"561.8043,293.5508,366.28683,207.33444,5994.8716,302.2719,-1"
346,"170-1.0916,571.47675,508.05707,450.87918,72.72959,475.05103,-1"
347,"879.0555,58.05383,511.6678,754.9936,108.7895,1846.8491,-1"
348,"3472.5474,530.7082,168.46092,994.6049,232.4321,40-1.06262,-1"
349,"346.79727,3697.5288,62.51929,1175.3789,533.5947,123.58029,-1"
350,"6120.2676,388.27493,238.59389,1129.7743,1048.9792,590.3495,-1"
351,"405.73566,576.7784,210.11496,72-1.0734,271.3036,272.41342,-1"
352,"209.48006,1040.3575,457.26935,487.0045,409.62436,132.1293,-1"
353,"686.0915,198.64546,69.82503,491.0143,391.92645,141.37016,-1"
354,"931.203,809.7192,397.83618,241.70879,288.52228,3380.2288,-1"
355,"502.6795,298.9653,745.97125,580.93134,319.86447,57.298943,-1"
356,"307.70035,156.28104,1071.0453,366.10965,525.46625,212.18307,-1"
357,"271.5164,179.30998,988.64105,1317.068,88.786674,445.16302,-1"
358,"457.49728,1792.9087,464.89816,1986.2955,217.42244,111.89297,-1"
359,"159.7924,466.99265,315.7124,122.3155,1528.9187,695.4239,-1"
360,"477.0648,681.653,117.558975,1278.5104,180.41728,528.5744,-1"
361,"415.77127,572.034,277.57822,344.57764,2279.383,784.10834,-1"
362,"113.27023,604.6978,446.7719,265.46793,1133.394,303.70187,-1"
363,"284.3776,710.14844,748.80585,676.87726,95.092316,456.33408,-1"
364,"144.81873,765.4805,332.23715,67.02406,391.98807,1574.619,-1"
365,"285.81808,331.8306,377.52585,344.66428,848.14215,522.4795,-1"
366,"916.454,256.97205,1244.2921,3297.6128,465.75674,304.76172,-1"
367,"1517.2426,1216.7645,112-1.0358,1279.6688,217.5694,207.6958,-1"
368,"185.65495,1274.1017,536.99426,1202.2069,203.40076,481.77557,-1"
369,"105.35986,378.80634,1162.841,1007.48114,80.39044,350.72244,-1"
370,"119.955986,427.79086,557.6516,2565.5405,318.2355,338.96628,-1"
371,"2154.9204,679.46716,305.38638,2780.7627,306.37863,174.05089,-1"
372,"2636.9688,1821.8988,667.86945,364.1308,789.78546,646.7569,-1"
373,"2828.1602,314.1036,1027.5428,370.6357,1210.5238,115.328964,-1"
374,"629.33795,406.61777,1050.3229,424.46127,113.05333,804.46216,-1"
375,"665.832,267.76608,7442.3267,791.5607,727.2137,315.11523,-1"
376,"544.0595,1294.3851,385.98346,786.3918,879.43713,246.52818,-1"
377,"1550.1385,1072.3794,57.40453,208.82924,356.64352,247.09988,-1"
378,"309.30002,320.5549,399.33884,267.69424,417.72342,294.75385,-1"
379,"1009.30194,1295.1069,745.9621,204.64595,2651.8145,373.48538,-1"
380,"1241.373,838.2723,244.90976,1076.9764,6847.268,151.58736,-1"
381,"3956.0288,360.11273,215.98119,583.9559,228.63962,65.01047,-1"
382,"765.9197,1094.8215,277.0422,222.69893,179.44337,159.0941,-1"
383,"199.70512,1298.5677,84.55446,826.7796,3274.4102,1479.0317,-1"
384,"10-1.09372,345.97763,807.40485,254.01688,323.17282,4319.137,-1"
385,"196.90248,932.5964,826.0046,168.15697,5783.1157,197.78761,-1"
386,"252.87653,1358.753,925.44867,172.85863,682.09814,140.92863,-1"
387,"117.85503,353.91428,5907.564,133.32744,98.370766,224.48012,-1"
388,"806.75604,1339.8379,145.52931,68.709305,336.37207,163.90143,-1"
389,"378.85086,218.2598,1900.472,1696.7295,65.93809,65.76731,-1"
390,"1178.6256,1599.2601,280.27853,163.13289,1653.25,114.12597,-1"
391,"533.0824,3089.292,96.49664,299.78055,413.07318,234.43668,-1"
392,"324.95682,335.44672,307.65244,223.77914,1317.8558,385.9183,-1"
393,"3081.796,1116.2054,244.41415,378.55753,1478.1161,739.0694,-1"
394,"302.8961,226.80003,809.08203,672.68243,456.359,517.5455,-1"
395,"257.62704,318.75488,105-1.0132,573.1079,768.3104,403.01718,-1"
396,"436.00992,297.19864,150.75221,522.7109,4053.77,312.6066,-1"
397,"256.4949,590.76434,4622.0923,1044.1769,866.3909,400.8505,-1"
398,"1510.9319,1261.0665,366.90393,341.366,263.60303,379.8986,-1"
399,"565.6752,802.35706,359.66605,1560.1925,581.9452,214.0734,-1"
400,"253.82504,248.93184,304.1017,1043.7921,197.12619,2450.824,660.6934"
