graph_id,node_id,label,feat
26,347,-1,"1,0.45,0.13333333333333333"
26,348,0,"0,0.7777777777777778,0.983983286908078"
26,349,1,"0,0.7777777777777778,0.7945682451253482"
26,350,2,"0,0.7777777777777778,0.09331476323119778"
27,351,-1,"1,0.55,0.13333333333333333"
27,352,-1,"1,0.1,0.8666666666666667"
27,353,-1,"1,0.2,0.0"
27,354,-1,"1,0.9,0.06666666666666667"
27,355,-1,"1,0.05,0.06666666666666667"
27,356,-1,"1,0.45,0.4"
27,357,-1,"1,0.4,0.26666666666666666"
27,358,-1,"1,0.55,0.8666666666666667"
27,359,-1,"1,0.35,0.4666666666666667"
27,360,-1,"1,0.25,0.3333333333333333"
27,361,0,"0,0.4444444444444444,0.483983286908078"
27,362,1,"0,0.1111111111111111,0.9136490250696379"
27,363,2,"0,0.7777777777777778,0.036211699164345405"
28,364,-1,"1,0.75,0.4"
28,365,-1,"1,0.7,0.26666666666666666"
28,366,-1,"1,0.7,0.3333333333333333"
28,367,-1,"1,0.95,0.8"
28,368,-1,"1,1.0,0.6"
28,369,-1,"1,0.1,0.6666666666666666"
28,370,-1,"1,0.1,0.13333333333333333"
28,371,-1,"1,0.1,0.06666666666666667"
28,372,-1,"1,0.7,0.06666666666666667"
28,373,-1,"1,0.85,1.0"
28,374,0,"0,0.2222222222222222,0.4101671309192201"
28,375,1,"0,0.0,0.3050139275766017"
28,376,2,"0,1.0,0.49164345403899723"
29,377,-1,"1,0.35,0.6"
29,378,-1,"1,0.2,0.3333333333333333"
29,379,-1,"1,0.4,0.4666666666666667"
29,380,-1,"1,0.85,0.7333333333333333"
29,381,-1,"1,1.0,0.6666666666666666"
29,382,-1,"1,0.65,0.3333333333333333"
29,383,-1,"1,0.9,0.5333333333333333"
29,384,-1,"1,0.15,1.0"
29,385,-1,"1,1.0,0.8666666666666667"
29,386,-1,"1,0.45,0.8"
29,387,0,"0,0.0,0.34958217270194986"
29,388,1,"0,0.4444444444444444,0.5431754874651811"
29,389,2,"0,0.1111111111111111,0.5236768802228412"
30,390,-1,"1,0.4,0.6666666666666666"
30,391,-1,"1,0.15,0.6666666666666666"
30,392,-1,"1,0.35,0.4666666666666667"
30,393,-1,"1,0.1,0.2"
30,394,-1,"1,0.2,0.06666666666666667"
30,395,-1,"1,0.4,0.2"
30,396,-1,"1,0.05,0.3333333333333333"
30,397,-1,"1,0.0,0.8666666666666667"
30,398,-1,"1,0.75,0.9333333333333333"
30,399,-1,"1,0.6,1.0"
30,400,0,"0,0.1111111111111111,0.036211699164345405"
30,401,1,"0,0.1111111111111111,0.30919220055710306"
30,402,2,"0,1.0,0.9101671309192201"
31,403,-1,"1,0.45,0.26666666666666666"
31,404,-1,"1,0.45,1.0"
31,405,-1,"1,0.7,0.6666666666666666"
31,406,-1,"1,0.15,0.6666666666666666"
31,407,-1,"1,0.8,0.6666666666666666"
31,408,-1,"1,0.45,0.3333333333333333"
31,409,-1,"1,0.65,0.8666666666666667"
31,410,-1,"1,0.55,0.06666666666666667"
31,411,-1,"1,0.55,0.5333333333333333"
31,412,-1,"1,0.5,0.9333333333333333"
31,413,0,"0,0.2222222222222222,0.47980501392757663"
31,414,1,"0,1.0,0.2938718662952646"
31,415,2,"0,0.3333333333333333,0.6789693593314763"
32,416,-1,"1,0.15,0.7333333333333333"
32,417,-1,"1,0.4,1.0"
32,418,-1,"1,0.5,0.6"
32,419,-1,"1,0.7,0.9333333333333333"
32,420,-1,"1,0.2,0.4"
32,421,-1,"1,0.5,0.5333333333333333"
32,422,-1,"1,0.45,0.26666666666666666"
32,423,-1,"1,0.55,0.6666666666666666"
32,424,-1,"1,0.4,0.7333333333333333"
32,425,-1,"1,0.55,0.06666666666666667"
32,426,0,"0,1.0,0.24442896935933148"
32,427,1,"0,0.6666666666666666,0.8892757660167131"
32,428,2,"0,0.2222222222222222,0.1107242339832869"
33,429,-1,"1,0.95,0.0"
33,430,-1,"1,0.35,0.0"
33,431,-1,"1,0.2,0.8"
33,432,-1,"1,0.05,0.06666666666666667"
33,433,-1,"1,0.75,0.26666666666666666"
33,434,-1,"1,0.35,0.0"
33,435,-1,"1,0.55,0.7333333333333333"
33,436,-1,"1,0.45,0.4666666666666667"
33,437,-1,"1,0.95,0.0"
33,438,-1,"1,0.3,0.6"
33,439,0,"0,0.3333333333333333,0.25487465181058494"
33,440,1,"0,0.1111111111111111,0.6866295264623955"
33,441,2,"0,0.2222222222222222,0.3892757660167131"
34,442,-1,"1,0.55,0.7333333333333333"
34,443,-1,"1,0.35,0.8"
34,444,-1,"1,1.0,1.0"
34,445,-1,"1,0.65,0.26666666666666666"
34,446,-1,"1,0.9,0.8666666666666667"
34,447,-1,"1,0.05,1.0"
34,448,-1,"1,0.8,0.5333333333333333"
34,449,-1,"1,0.9,0.13333333333333333"
34,450,-1,"1,0.7,0.2"
34,451,-1,"1,0.55,0.26666666666666666"
34,452,0,"0,0.2222222222222222,0.05222841225626741"
34,453,1,"0,0.7777777777777778,0.7520891364902507"
34,454,2,"0,1.0,0.38579387186629527"
35,455,-1,"1,0.1,0.0"
35,456,-1,"1,0.7,0.3333333333333333"
35,457,-1,"1,0.2,0.13333333333333333"
35,458,-1,"1,0.35,0.4666666666666667"
35,459,-1,"1,0.55,0.9333333333333333"
35,460,-1,"1,0.75,0.8666666666666667"
35,461,-1,"1,0.95,0.5333333333333333"
35,462,-1,"1,0.7,0.0"
35,463,-1,"1,0.6,0.2"
35,464,-1,"1,0.85,0.26666666666666666"
35,465,0,"0,0.6666666666666666,0.05153203342618384"
35,466,1,"0,0.6666666666666666,0.2785515320334262"
35,467,2,"0,0.1111111111111111,0.05153203342618384"
36,468,-1,"1,0.5,0.4666666666666667"
36,469,-1,"1,0.65,0.6"
36,470,-1,"1,1.0,0.06666666666666667"
36,471,-1,"1,0.4,0.13333333333333333"
36,472,-1,"1,0.55,0.4"
36,473,-1,"1,0.15,0.8"
36,474,-1,"1,0.75,0.7333333333333333"
36,475,-1,"1,0.5,0.4666666666666667"
36,476,-1,"1,0.65,0.6"
36,477,-1,"1,0.0,0.7333333333333333"
36,478,0,"0,0.6666666666666666,0.8328690807799443"
36,479,1,"0,1.0,0.7827298050139275"
36,480,2,"0,0.3333333333333333,0.11002785515320335"
37,481,-1,"1,0.85,0.5333333333333333"
37,482,-1,"1,0.3,0.8666666666666667"
37,483,-1,"1,0.55,0.2"
37,484,-1,"1,0.6,0.4"
37,485,-1,"1,0.75,1.0"
37,486,-1,"1,0.85,0.6666666666666666"
37,487,-1,"1,0.4,0.2"
37,488,-1,"1,0.8,1.0"
37,489,-1,"1,0.9,0.9333333333333333"
37,490,-1,"1,0.0,0.7333333333333333"
37,491,0,"0,0.0,0.8676880222841226"
37,492,1,"0,0.8888888888888888,0.31963788300835655"
37,493,2,"0,0.3333333333333333,0.5236768802228412"
38,494,-1,"1,0.6,0.6"
38,495,-1,"1,0.45,0.0"
38,496,-1,"1,1.0,1.0"
38,497,-1,"1,0.0,0.3333333333333333"
38,498,-1,"1,0.3,0.13333333333333333"
38,499,-1,"1,0.85,0.5333333333333333"
38,500,-1,"1,0.45,1.0"
38,501,-1,"1,0.55,0.26666666666666666"
38,502,-1,"1,0.0,0.4666666666666667"
38,503,-1,"1,0.15,0.8"
38,504,0,"0,0.7777777777777778,0.2764623955431755"
38,505,1,"0,0.2222222222222222,0.9944289693593314"
38,506,2,"0,0.1111111111111111,0.04735376044568245"
39,507,-1,"1,0.3,0.26666666666666666"
39,508,-1,"1,0.55,0.9333333333333333"
39,509,-1,"1,0.5,0.2"
39,510,-1,"1,0.0,0.06666666666666667"
39,511,-1,"1,0.3,0.9333333333333333"
39,512,-1,"1,0.85,0.6"
39,513,-1,"1,0.15,0.6"
39,514,-1,"1,0.75,0.06666666666666667"
39,515,-1,"1,0.8,0.6"
39,516,-1,"1,0.0,0.8"
39,517,0,"0,0.0,0.10027855153203342"
39,518,1,"0,0.0,0.9032033426183844"
39,519,2,"0,0.4444444444444444,0.2277158774373259"
40,520,-1,"1,0.25,0.6"
40,521,-1,"1,0.15,0.5333333333333333"
40,522,-1,"1,0.8,0.5333333333333333"
40,523,-1,"1,0.4,0.4"
40,524,-1,"1,0.0,0.26666666666666666"
40,525,-1,"1,0.3,0.26666666666666666"
40,526,-1,"1,0.5,0.5333333333333333"
40,527,-1,"1,0.25,0.4"
40,528,-1,"1,0.9,1.0"
40,529,-1,"1,0.1,0.6666666666666666"
40,530,0,"0,0.0,0.20403899721448468"
40,531,1,"0,1.0,0.6051532033426184"
40,532,2,"0,0.2222222222222222,0.8133704735376045"
41,533,-1,"1,0.0,0.3333333333333333"
41,534,-1,"1,0.65,0.8666666666666667"
41,535,-1,"1,0.8,0.3333333333333333"
41,536,-1,"1,0.55,0.8666666666666667"
41,537,-1,"1,0.75,0.0"
41,538,-1,"1,0.95,0.13333333333333333"
41,539,-1,"1,0.85,0.8"
41,540,-1,"1,0.6,0.4"
41,541,-1,"1,0.35,0.06666666666666667"
41,542,-1,"1,0.35,0.06666666666666667"
41,543,0,"0,0.3333333333333333,0.9568245125348189"
41,544,1,"0,0.1111111111111111,0.19011142061281336"
41,545,2,"0,0.3333333333333333,0.6518105849582173"
42,546,-1,"1,0.45,1.0"
42,547,-1,"1,0.7,0.5333333333333333"
42,548,-1,"1,0.2,0.9333333333333333"
42,549,-1,"1,0.15,0.2"
42,550,-1,"1,0.2,0.06666666666666667"
42,551,-1,"1,0.85,0.06666666666666667"
42,552,-1,"1,0.9,0.6666666666666666"
42,553,-1,"1,0.2,0.6"
42,554,-1,"1,0.65,0.8666666666666667"
42,555,-1,"1,0.2,0.8666666666666667"
42,556,0,"0,0.3333333333333333,0.6309192200557103"
42,557,1,"0,0.8888888888888888,0.6162952646239555"
42,558,2,"0,0.8888888888888888,0.6072423398328691"
43,559,-1,"1,0.35,0.6"
43,560,-1,"1,0.2,0.0"
43,561,-1,"1,0.5,0.9333333333333333"
43,562,-1,"1,0.75,0.06666666666666667"
43,563,-1,"1,0.55,0.6"
43,564,-1,"1,0.9,0.26666666666666666"
43,565,-1,"1,0.2,0.7333333333333333"
43,566,-1,"1,0.95,0.6"
43,567,-1,"1,0.6,0.2"
43,568,-1,"1,0.1,0.2"
43,569,0,"0,0.5555555555555556,0.02437325905292479"
43,570,1,"0,0.2222222222222222,0.14623955431754876"
43,571,2,"0,0.5555555555555556,0.8593314763231198"
44,572,-1,"1,0.35,0.4666666666666667"
44,573,-1,"1,0.25,0.8666666666666667"
44,574,-1,"1,0.6,0.6666666666666666"
44,575,-1,"1,0.0,0.3333333333333333"
44,576,-1,"1,0.2,0.8"
44,577,-1,"1,0.4,0.13333333333333333"
44,578,-1,"1,0.35,0.13333333333333333"
44,579,-1,"1,0.05,0.4666666666666667"
44,580,-1,"1,0.85,0.8666666666666667"
44,581,-1,"1,0.1,1.0"
44,582,0,"0,0.6666666666666666,0.027158774373259052"
44,583,1,"0,0.8888888888888888,0.3168523676880223"
44,584,2,"0,0.6666666666666666,0.23885793871866295"
45,585,-1,"1,0.7,0.7333333333333333"
45,586,-1,"1,0.5,0.2"
45,587,-1,"1,0.6,1.0"
45,588,-1,"1,0.3,0.0"
45,589,-1,"1,0.65,0.9333333333333333"
45,590,-1,"1,0.95,0.7333333333333333"
45,591,-1,"1,0.3,0.13333333333333333"
45,592,-1,"1,0.1,0.0"
45,593,-1,"1,0.4,0.13333333333333333"
45,594,-1,"1,0.05,0.2"
45,595,0,"0,0.3333333333333333,0.2479108635097493"
45,596,1,"0,0.8888888888888888,0.7862116991643454"
45,597,2,"0,0.3333333333333333,0.9958217270194986"
46,598,-1,"1,0.6,0.3333333333333333"
46,599,-1,"1,0.3,0.4"
