graph_id,node_id,label,feat
14,191,-1,"1,0.0,0.2"
14,192,0,"0,0.4444444444444444,0.6413649025069638"
14,193,1,"0,0.4444444444444444,0.1573816155988858"
14,194,2,"0,0.2222222222222222,0.7123955431754875"
15,195,-1,"1,0.05,0.4"
15,196,-1,"1,0.65,0.7333333333333333"
15,197,-1,"1,0.7,0.4666666666666667"
15,198,-1,"1,0.55,0.4"
15,199,-1,"1,0.3,0.3333333333333333"
15,200,-1,"1,0.05,0.2"
15,201,-1,"1,0.75,0.5333333333333333"
15,202,-1,"1,0.65,0.5333333333333333"
15,203,-1,"1,1.0,0.26666666666666666"
15,204,-1,"1,0.4,0.0"
15,205,0,"0,0.8888888888888888,0.6866295264623955"
15,206,1,"0,0.7777777777777778,0.30571030640668523"
15,207,2,"0,0.6666666666666666,0.1573816155988858"
16,208,-1,"1,0.0,0.13333333333333333"
16,209,-1,"1,0.5,0.9333333333333333"
16,210,-1,"1,0.3,0.8"
16,211,-1,"1,0.0,0.4666666666666667"
16,212,-1,"1,0.4,0.5333333333333333"
16,213,-1,"1,0.5,0.2"
16,214,-1,"1,0.05,1.0"
16,215,-1,"1,0.4,0.3333333333333333"
16,216,-1,"1,0.55,0.4"
16,217,-1,"1,0.05,0.8"
16,218,0,"0,0.6666666666666666,0.7604456824512534"
16,219,1,"0,0.7777777777777778,0.2200557103064067"
16,220,2,"0,1.0,0.018802228412256268"
17,221,-1,"1,0.9,0.8"
17,222,-1,"1,0.95,0.0"
17,223,-1,"1,0.3,0.7333333333333333"
17,224,-1,"1,0.1,0.7333333333333333"
17,225,-1,"1,0.8,0.4"
17,226,-1,"1,0.15,1.0"
17,227,-1,"1,0.65,0.2"
17,228,-1,"1,0.6,0.3333333333333333"
17,229,-1,"1,0.9,0.9333333333333333"
17,230,-1,"1,0.0,0.06666666666666667"
17,231,0,"0,0.3333333333333333,0.45403899721448465"
17,232,1,"0,0.8888888888888888,0.866991643454039"
17,233,2,"0,0.7777777777777778,0.6733983286908078"
18,234,-1,"1,0.6,0.4"
18,235,-1,"1,0.75,0.06666666666666667"
18,236,-1,"1,0.7,0.8666666666666667"
18,237,-1,"1,0.5,0.06666666666666667"
18,238,-1,"1,0.95,0.2"
18,239,-1,"1,1.0,0.8666666666666667"
18,240,-1,"1,0.6,0.7333333333333333"
18,241,-1,"1,0.75,0.4666666666666667"
18,242,-1,"1,0.05,0.0"
18,243,-1,"1,0.55,0.8666666666666667"
18,244,0,"0,0.5555555555555556,0.9261838440111421"
18,245,1,"0,0.0,0.08774373259052924"
18,246,2,"0,0.2222222222222222,0.9693593314763231"
19,247,-1,"1,0.75,1.0"
19,248,-1,"1,0.9,0.8666666666666667"
19,249,-1,"1,0.9,1.0"
19,250,-1,"1,0.95,0.9333333333333333"
19,251,-1,"1,1.0,0.5333333333333333"
19,252,-1,"1,0.65,0.0"
19,253,-1,"1,0.45,0.3333333333333333"
19,254,-1,"1,0.15,1.0"
19,255,-1,"1,0.1,0.9333333333333333"
19,256,-1,"1,0.75,0.6666666666666666"
19,257,0,"0,1.0,0.9672701949860725"
19,258,1,"0,0.4444444444444444,0.6344011142061281"
19,259,2,"0,0.4444444444444444,0.3948467966573816"
20,260,-1,"1,0.85,0.9333333333333333"
20,261,-1,"1,0.55,0.6666666666666666"
20,262,-1,"1,0.1,0.7333333333333333"
20,263,-1,"1,0.45,0.3333333333333333"
20,264,-1,"1,0.5,0.6666666666666666"
20,265,-1,"1,0.6,0.9333333333333333"
20,266,-1,"1,0.2,0.8"
20,267,-1,"1,0.7,0.06666666666666667"
20,268,-1,"1,0.95,0.4666666666666667"
20,269,-1,"1,0.3,1.0"
20,270,0,"0,0.3333333333333333,0.37813370473537605"
20,271,1,"0,1.0,0.9456824512534819"
20,272,2,"0,0.0,0.11142061281337047"
21,273,-1,"1,0.6,0.6666666666666666"
21,274,-1,"1,0.65,0.6666666666666666"
21,275,-1,"1,0.55,0.9333333333333333"
21,276,-1,"1,0.45,0.7333333333333333"
21,277,-1,"1,0.2,0.6"
21,278,-1,"1,0.8,0.7333333333333333"
21,279,-1,"1,0.6,0.8666666666666667"
21,280,-1,"1,0.65,0.13333333333333333"
21,281,-1,"1,0.9,1.0"
21,282,-1,"1,0.85,0.3333333333333333"
21,283,0,"0,0.1111111111111111,0.5083565459610028"
21,284,1,"0,0.5555555555555556,0.05083565459610028"
21,285,2,"0,1.0,0.3711699164345404"
22,286,-1,"1,0.75,0.6666666666666666"
22,287,-1,"1,0.6,0.26666666666666666"
22,288,-1,"1,0.45,1.0"
22,289,-1,"1,0.6,0.0"
22,290,-1,"1,0.35,1.0"
22,291,-1,"1,0.75,0.5333333333333333"
22,292,-1,"1,0.55,0.06666666666666667"
22,293,-1,"1,0.9,0.3333333333333333"
22,294,-1,"1,0.4,0.0"
22,295,-1,"1,0.7,0.13333333333333333"
22,296,0,"0,0.5555555555555556,0.44220055710306405"
22,297,1,"0,0.3333333333333333,0.5466573816155988"
22,298,2,"0,0.7777777777777778,0.057103064066852366"
23,299,-1,"1,0.1,0.13333333333333333"
23,300,-1,"1,0.0,0.06666666666666667"
23,301,-1,"1,0.5,0.6666666666666666"
23,302,-1,"1,0.85,0.6"
23,303,-1,"1,0.7,0.7333333333333333"
23,304,-1,"1,1.0,0.13333333333333333"
23,305,-1,"1,0.7,0.6666666666666666"
23,306,-1,"1,0.9,0.5333333333333333"
23,307,-1,"1,0.8,0.5333333333333333"
23,308,-1,"1,0.45,0.2"
23,309,0,"0,1.0,0.8084958217270195"
23,310,1,"0,1.0,0.15459610027855153"
23,311,2,"0,0.1111111111111111,0.8419220055710307"
24,312,-1,"1,0.25,0.2"
24,313,-1,"1,0.1,0.8666666666666667"
24,314,-1,"1,0.9,0.3333333333333333"
24,315,-1,"1,0.75,0.0"
24,316,-1,"1,0.9,0.5333333333333333"
24,317,-1,"1,0.1,0.4666666666666667"
24,318,-1,"1,0.9,0.4"
24,319,-1,"1,0.9,0.8666666666666667"
24,320,-1,"1,0.25,0.3333333333333333"
24,321,-1,"1,0.15,0.6"
24,322,0,"0,0.1111111111111111,0.3934540389972145"
24,323,1,"0,0.0,0.7889972144846796"
24,324,2,"0,0.3333333333333333,0.8259052924791086"
25,325,-1,"1,0.45,0.2"
25,326,-1,"1,0.15,0.5333333333333333"
25,327,-1,"1,0.55,0.06666666666666667"
25,328,-1,"1,0.6,0.6666666666666666"
25,329,-1,"1,0.9,0.9333333333333333"
25,330,-1,"1,0.3,0.0"
25,331,-1,"1,1.0,0.9333333333333333"
25,332,-1,"1,0.05,0.13333333333333333"
25,333,-1,"1,0.4,0.4"
25,334,-1,"1,0.2,0.8666666666666667"
25,335,0,"0,0.5555555555555556,0.8008356545961003"
25,336,1,"0,0.8888888888888888,0.9387186629526463"
25,337,2,"0,0.6666666666666666,0.12047353760445682"
26,338,-1,"1,0.0,0.06666666666666667"
26,339,-1,"1,1.0,0.8"
26,340,-1,"1,0.55,0.06666666666666667"
26,341,-1,"1,1.0,0.7333333333333333"
26,342,-1,"1,0.35,0.8666666666666667"
26,343,-1,"1,0.45,0.4"
26,344,-1,"1,0.35,0.0"
26,345,-1,"1,0.55,0.13333333333333333"
26,346,-1,"1,0.95,0.7333333333333333"
26,347,-1,"1,0.1,0.13333333333333333"
26,348,0,"0,0.4444444444444444,0.36142061281337046"
26,349,1,"0,0.5555555555555556,0.18036211699164345"
26,350,2,"0,0.7777777777777778,0.6740947075208914"
27,351,-1,"1,1.0,0.8666666666666667"
27,352,-1,"1,0.5,1.0"
27,353,-1,"1,0.5,0.8"
27,354,-1,"1,0.55,1.0"
27,355,-1,"1,0.0,0.3333333333333333"
27,356,-1,"1,0.35,0.6"
27,357,-1,"1,0.05,0.6666666666666666"
27,358,-1,"1,0.15,0.8666666666666667"
27,359,-1,"1,0.15,0.5333333333333333"
27,360,-1,"1,0.9,0.2"
27,361,0,"0,0.2222222222222222,0.7458217270194986"
27,362,1,"0,0.8888888888888888,0.591225626740947"
27,363,2,"0,0.0,0.2214484679665738"
28,364,-1,"1,0.05,0.6666666666666666"
28,365,-1,"1,0.25,0.06666666666666667"
28,366,-1,"1,0.05,0.8666666666666667"
28,367,-1,"1,0.65,0.3333333333333333"
28,368,-1,"1,0.95,0.9333333333333333"
28,369,-1,"1,0.9,0.8"
28,370,-1,"1,0.4,0.9333333333333333"
28,371,-1,"1,1.0,0.5333333333333333"
28,372,-1,"1,0.05,0.4"
28,373,-1,"1,0.0,0.13333333333333333"
28,374,0,"0,0.5555555555555556,0.0766016713091922"
28,375,1,"0,0.0,0.1392757660167131"
28,376,2,"0,1.0,0.616991643454039"
29,377,-1,"1,0.55,0.5333333333333333"
29,378,-1,"1,0.35,0.5333333333333333"
29,379,-1,"1,0.65,1.0"
29,380,-1,"1,0.65,0.3333333333333333"
29,381,-1,"1,0.15,0.8"
29,382,-1,"1,0.15,1.0"
29,383,-1,"1,0.15,0.6666666666666666"
29,384,-1,"1,0.25,0.3333333333333333"
29,385,-1,"1,0.25,0.6666666666666666"
29,386,-1,"1,0.2,1.0"
29,387,0,"0,0.5555555555555556,0.28551532033426186"
29,388,1,"0,0.3333333333333333,0.42270194986072424"
29,389,2,"0,0.0,0.9526462395543176"
30,390,-1,"1,0.65,0.9333333333333333"
30,391,-1,"1,0.75,0.13333333333333333"
30,392,-1,"1,0.5,0.7333333333333333"
30,393,-1,"1,0.35,0.7333333333333333"
30,394,-1,"1,0.3,0.06666666666666667"
30,395,-1,"1,0.3,0.0"
30,396,-1,"1,0.15,0.0"
30,397,-1,"1,0.95,0.13333333333333333"
30,398,-1,"1,0.3,0.13333333333333333"
30,399,-1,"1,0.75,0.2"
30,400,0,"0,0.2222222222222222,0.2381615598885794"
30,401,1,"0,0.1111111111111111,0.08704735376044569"
30,402,2,"0,1.0,0.21727019498607242"
31,403,-1,"1,0.85,0.2"
31,404,-1,"1,1.0,0.3333333333333333"
31,405,-1,"1,0.55,0.2"
31,406,-1,"1,0.95,0.3333333333333333"
31,407,-1,"1,0.1,0.9333333333333333"
31,408,-1,"1,0.15,0.4666666666666667"
31,409,-1,"1,0.25,0.2"
31,410,-1,"1,0.95,0.3333333333333333"
31,411,-1,"1,0.55,0.26666666666666666"
31,412,-1,"1,0.9,0.6"
31,413,0,"0,0.7777777777777778,0.713091922005571"
31,414,1,"0,0.6666666666666666,0.4331476323119777"
31,415,2,"0,0.4444444444444444,0.009052924791086351"
32,416,-1,"1,0.85,0.7333333333333333"
32,417,-1,"1,0.05,0.5333333333333333"
32,418,-1,"1,0.3,0.6"
32,419,-1,"1,0.65,0.7333333333333333"
32,420,-1,"1,0.45,0.4"
32,421,-1,"1,0.5,0.6"
32,422,-1,"1,0.7,1.0"
32,423,-1,"1,0.8,0.0"
32,424,-1,"1,0.75,0.06666666666666667"
32,425,-1,"1,0.4,0.3333333333333333"
32,426,0,"0,0.7777777777777778,0.5222841225626741"
32,427,1,"0,0.4444444444444444,0.5508356545961003"
32,428,2,"0,0.0,0.49512534818941506"
33,429,-1,"1,0.85,0.4666666666666667"
33,430,-1,"1,0.85,1.0"
33,431,-1,"1,0.4,0.4"
33,432,-1,"1,0.25,0.13333333333333333"
33,433,-1,"1,0.0,1.0"
33,434,-1,"1,0.9,0.2"
33,435,-1,"1,0.45,0.2"
33,436,-1,"1,0.45,0.26666666666666666"
33,437,-1,"1,0.65,0.26666666666666666"
33,438,-1,"1,1.0,0.7333333333333333"
33,439,0,"0,0.7777777777777778,0.7729805013927576"
33,440,1,"0,0.3333333333333333,0.5501392757660167"
33,441,2,"0,0.4444444444444444,0.7625348189415042"
34,442,-1,"1,0.0,0.26666666666666666"
34,443,-1,"1,0.2,0.2"
34,444,-1,"1,0.75,0.5333333333333333"
34,445,-1,"1,0.3,0.26666666666666666"
34,446,-1,"1,0.15,0.2"
34,447,-1,"1,0.35,0.26666666666666666"
34,448,-1,"1,0.6,0.13333333333333333"
34,449,-1,"1,0.95,0.0"
34,450,-1,"1,0.6,0.8"
34,451,-1,"1,0.7,0.3333333333333333"
34,452,0,"0,0.4444444444444444,0.7172701949860725"
34,453,1,"0,0.5555555555555556,0.9707520891364902"
34,454,2,"0,0.2222222222222222,0.5821727019498607"
35,455,-1,"1,0.15,0.13333333333333333"
35,456,-1,"1,0.05,0.0"
35,457,-1,"1,0.0,0.26666666666666666"
35,458,-1,"1,0.95,0.4666666666666667"
35,459,-1,"1,0.4,0.7333333333333333"
35,460,-1,"1,0.0,0.06666666666666667"
35,461,-1,"1,0.8,0.8666666666666667"
35,462,-1,"1,0.8,0.6666666666666666"
35,463,-1,"1,0.05,0.2"
35,464,-1,"1,0.6,0.6"
35,465,0,"0,0.7777777777777778,0.217966573816156"
35,466,1,"0,0.5555555555555556,0.5466573816155988"
35,467,2,"0,0.7777777777777778,0.6086350974930362"
36,468,-1,"1,0.6,0.6"
36,469,-1,"1,0.05,0.8666666666666667"
36,470,-1,"1,0.0,0.7333333333333333"
36,471,-1,"1,0.8,0.3333333333333333"
36,472,-1,"1,0.05,0.13333333333333333"
36,473,-1,"1,0.9,0.8666666666666667"
36,474,-1,"1,0.8,0.06666666666666667"
36,475,-1,"1,0.85,0.7333333333333333"
36,476,-1,"1,0.85,0.8666666666666667"
36,477,-1,"1,0.65,0.5333333333333333"
36,478,0,"0,0.4444444444444444,0.9477715877437326"
36,479,1,"0,0.0,0.17270194986072424"
36,480,2,"0,0.7777777777777778,0.36629526462395545"
37,481,-1,"1,0.85,0.3333333333333333"
37,482,-1,"1,0.65,0.8666666666666667"
37,483,-1,"1,0.75,0.26666666666666666"
37,484,-1,"1,0.1,1.0"
37,485,-1,"1,0.15,0.8"
37,486,-1,"1,0.2,0.0"
37,487,-1,"1,0.85,0.8"
37,488,-1,"1,0.0,0.7333333333333333"
37,489,-1,"1,0.9,0.8"
37,490,-1,"1,0.05,0.9333333333333333"
37,491,0,"0,0.2222222222222222,0.023676880222841225"
37,492,1,"0,0.0,0.20891364902506965"
37,493,2,"0,0.5555555555555556,0.5926183844011143"
38,494,-1,"1,0.45,0.5333333333333333"
38,495,-1,"1,0.35,0.6"
38,496,-1,"1,0.55,0.13333333333333333"
38,497,-1,"1,0.85,0.2"
38,498,-1,"1,0.05,0.5333333333333333"
38,499,-1,"1,0.25,0.2"
38,500,-1,"1,0.75,0.6666666666666666"
38,501,-1,"1,0.15,0.26666666666666666"
38,502,-1,"1,0.3,0.6666666666666666"
38,503,-1,"1,0.8,0.06666666666666667"
38,504,0,"0,0.3333333333333333,0.8182451253481894"
38,505,1,"0,0.7777777777777778,0.30013927576601673"
38,506,2,"0,1.0,0.32590529247910865"
39,507,-1,"1,0.8,0.4"
39,508,-1,"1,0.35,0.13333333333333333"
39,509,-1,"1,0.1,0.7333333333333333"
39,510,-1,"1,0.6,0.8666666666666667"
39,511,-1,"1,0.55,0.06666666666666667"
39,512,-1,"1,0.65,0.26666666666666666"
39,513,-1,"1,0.6,0.13333333333333333"
39,514,-1,"1,0.5,0.9333333333333333"
39,515,-1,"1,0.55,0.06666666666666667"
39,516,-1,"1,0.3,0.3333333333333333"
39,517,0,"0,0.2222222222222222,0.0745125348189415"
39,518,1,"0,0.7777777777777778,0.575208913649025"
39,519,2,"0,0.0,0.217966573816156"
40,520,-1,"1,0.35,0.2"
40,521,-1,"1,0.45,0.6"
40,522,-1,"1,0.45,0.06666666666666667"
40,523,-1,"1,0.35,0.06666666666666667"
40,524,-1,"1,0.7,0.7333333333333333"
40,525,-1,"1,0.35,0.06666666666666667"
40,526,-1,"1,0.0,0.3333333333333333"
40,527,-1,"1,0.4,0.4"
40,528,-1,"1,0.15,0.4"
40,529,-1,"1,0.0,0.6666666666666666"
40,530,0,"0,0.8888888888888888,0.35724233983286907"
40,531,1,"0,0.3333333333333333,0.9296657381615598"
40,532,2,"0,0.2222222222222222,0.8050139275766016"
41,533,-1,"1,0.4,0.13333333333333333"
41,534,-1,"1,0.95,0.6"
41,535,-1,"1,0.05,0.7333333333333333"
41,536,-1,"1,0.7,0.5333333333333333"
41,537,-1,"1,0.1,0.8666666666666667"
41,538,-1,"1,0.7,0.6"
41,539,-1,"1,0.1,0.0"
41,540,-1,"1,0.7,0.9333333333333333"
41,541,-1,"1,0.65,0.6"
41,542,-1,"1,0.0,0.6"
41,543,0,"0,0.0,0.6323119777158774"
41,544,1,"0,0.1111111111111111,0.4895543175487465"
41,545,2,"0,0.1111111111111111,0.052924791086350974"
42,546,-1,"1,0.25,0.4666666666666667"
42,547,-1,"1,0.15,0.5333333333333333"
42,548,-1,"1,0.55,0.4666666666666667"
42,549,-1,"1,0.9,0.2"
42,550,-1,"1,0.5,0.8"
42,551,-1,"1,0.25,0.5333333333333333"
42,552,-1,"1,0.9,0.5333333333333333"
42,553,-1,"1,0.35,0.26666666666666666"
42,554,-1,"1,0.5,0.13333333333333333"
42,555,-1,"1,0.9,1.0"
42,556,0,"0,0.1111111111111111,0.6873259052924791"
42,557,1,"0,0.7777777777777778,0.883008356545961"
42,558,2,"0,0.7777777777777778,0.4672701949860724"
43,559,-1,"1,0.5,0.6"
43,560,-1,"1,0.6,0.9333333333333333"
43,561,-1,"1,0.05,0.13333333333333333"
43,562,-1,"1,0.25,0.6666666666666666"
43,563,-1,"1,0.85,0.4"
43,564,-1,"1,0.3,0.3333333333333333"
43,565,-1,"1,0.45,0.4"
43,566,-1,"1,0.75,0.6"
43,567,-1,"1,0.25,0.06666666666666667"
43,568,-1,"1,0.2,0.6"
43,569,0,"0,0.8888888888888888,0.5598885793871866"
43,570,1,"0,0.8888888888888888,0.5090529247910863"
43,571,2,"0,0.2222222222222222,0.7506963788300836"
44,572,-1,"1,0.45,0.5333333333333333"
44,573,-1,"1,0.7,0.13333333333333333"
44,574,-1,"1,0.6,0.4666666666666667"
44,575,-1,"1,0.5,0.4666666666666667"
44,576,-1,"1,0.55,0.7333333333333333"
44,577,-1,"1,1.0,0.6666666666666666"
44,578,-1,"1,0.15,0.9333333333333333"
44,579,-1,"1,0.15,1.0"
44,580,-1,"1,0.05,0.6"
44,581,-1,"1,0.5,0.6666666666666666"
44,582,0,"0,0.1111111111111111,0.4157381615598886"
44,583,1,"0,1.0,0.6580779944289693"
44,584,2,"0,0.2222222222222222,0.2416434540389972"
45,585,-1,"1,0.55,0.4666666666666667"
45,586,-1,"1,0.8,0.3333333333333333"
45,587,-1,"1,0.2,0.8"
45,588,-1,"1,0.55,0.7333333333333333"
45,589,-1,"1,0.85,0.5333333333333333"
45,590,-1,"1,0.05,0.13333333333333333"
45,591,-1,"1,0.85,0.4666666666666667"
45,592,-1,"1,0.7,0.8"
45,593,-1,"1,0.8,0.8666666666666667"
45,594,-1,"1,0.2,0.3333333333333333"
45,595,0,"0,0.3333333333333333,0.1413649025069638"
45,596,1,"0,0.7777777777777778,0.8885793871866295"
45,597,2,"0,0.2222222222222222,0.5222841225626741"
46,598,-1,"1,0.0,0.7333333333333333"
46,599,-1,"1,0.05,0.5333333333333333"
