graph_id,label
34,"711.2869314383668, 750.4847679457756, 917.6943820215831, -1, -1, -1, -1"
35,"400.7578020273514, 300.824529963223, 774.2974904485106, -1, -1, -1, -1"
36,"2616.087830800567, 953.5643272162085, 749.1352841320313, -1, -1, -1, -1"
37,"88.54385409346784, 1145.5256437107014, 337.0195456728531, -1, -1, -1, -1"
38,"987.9313129147204, 244.65739504359644, 202.71596638287667, -1, -1, -1, -1"
39,"147.92822875730434, 387.20701055759713, 774.1456357367555, -1, -1, -1, -1"
40,"581.868612344869, 1066.4411932088499, 2969.4420088733455, -1, -1, -1, -1"
41,"2978.1862817377973, 1946.8754901300392, 235.7536880750762, -1, -1, -1, -1"
42,"1082.5359351960299, 349.08315648335525, 207.0953341598228, -1, -1, -1, -1"
43,"541.6767807320571, 486.31561959370936, 1963.2211079253743, -1, -1, -1, -1"
44,"1008.4073056005093, 429.5654181023758, 428.89028053713133, -1, -1, -1, -1"
45,"160.33884697362356, 883.6841490777936, 556.8770718152754, -1, -1, -1, -1"
46,"7242.783308667105, 691.2680291608351, 867.2329386609292, -1, -1, -1, -1"
47,"1293.5764338642493, 95.77243528561863, 606.3621574892439, -1, -1, -1, -1"
48,"944.6360156834054, 450.89551096645954, 465.4937487718007, -1, -1, -1, -1"
49,"361.76440591159087, 1016.4271915446812, 669.1769316393655, -1, -1, -1, -1"
50,"735.1236869252716, 339.9058975161014, 1319.230322320051, -1, -1, -1, -1"
51,"140.6599097001946, 1196.3233263598388, 493.8706327383896, -1, -1, -1, -1"
52,"445.3745563772021, 54.50491566735086, 880.6756475164603, -1, -1, -1, -1"
53,"415.8951398278903, 3170.45439693132, 653.6196433278695, -1, -1, -1, -1"
54,"1024.7924521969915, 5007.804813377711, 991.794194701265, -1, -1, -1, -1"
55,"667.1660347377115, 227.15726763324741, 1046.5258184795603, -1, -1, -1, -1"
56,"291.4330018063483, 128.03130767784432, 2216.993468226681, -1, -1, -1, -1"
57,"601.4704157657035, 102.35456514330318, 67.89691564057455, -1, -1, -1, -1"
58,"314.63255638649866, 278.8957490068992, 97.38261546667154, -1, -1, -1, -1"
59,"2314.065066959891, 1550.7907937746313, 561.8100679936632, -1, -1, -1, -1"
60,"286.60880569396863, 478.65985452515895, 109.88409824019767, -1, -1, -1, -1"
61,"351.83957511246854, 168.44317393275225, 228.30956482673037, -1, -1, -1, -1"
62,"1569.3114938495044, 287.22452675221615, 2819.7119400911306, -1, -1, -1, -1"
63,"559.8982933277198, 540.3585570087214, 838.4697052131319, -1, -1, -1, -1"
64,"884.1386628358155, 116.79759505438435, 424.3237270825563, -1, -1, -1, -1"
65,"425.22309831568083, 499.79061818421593, 1259.5052233957697, -1, -1, -1, -1"
66,"402.58299723270943, 367.9119683311669, 211.49792807496758, -1, -1, -1, -1"
67,"229.19320072976507, 609.8194690461942, 438.37797198482644, -1, -1, -1, -1"
68,"158.28624905814476, 867.9948140028987, 767.8205297500713, -1, -1, -1, -1"
69,"983.1348497694665, 1867.0813023314847, 128.49007383961788, -1, -1, -1, -1"
70,"853.1658610571017, 687.8031959332554, 5643.643864582121, -1, -1, -1, -1"
71,"606.0801243951205, 2247.632955656939, 664.7272927663114, -1, -1, -1, -1"
72,"2855.775558523311, 1432.2507116706101, 231.70144566969776, -1, -1, -1, -1"
73,"184.8460526213927, 1475.0249849572954, 633.9187968027384, -1, -1, -1, -1"
74,"1947.827400376894, 171.28486505016508, 394.054742238362, -1, -1, -1, -1"
75,"619.2459575774345, 929.941931312433, 127.16980013925739, -1, -1, -1, -1"
76,"642.8083146984795, 3529.193196732788, 1183.210076702542, -1, -1, -1, -1"
77,"154.1914600438671, 1366.1826213613913, 195.32084952281684, -1, -1, -1, -1"
78,"1243.9959871308968, 73.48424519989244, 1294.6379963730246, -1, -1, -1, -1"
79,"375.0666360487676, 218.0537998642014, 1074.4095743527112, -1, -1, -1, -1"
80,"5889.5057883239915, 391.86330214482757, 834.1708406442335, -1, -1, -1, -1"
81,"414.69460934551427, 7403.0507135295375, 222.98606917935666, -1, -1, -1, -1"
82,"471.98868191880086, 189.99353919250564, 146.3298838240235, -1, -1, -1, -1"
83,"1034.8325902626052, 998.0781695455034, 182.3954215998598, -1, -1, -1, -1"
84,"584.2622617166934, 791.0604803473694, 344.7442147523526, -1, -1, -1, -1"
85,"2211.9728580328556, 282.54987476964004, 2774.834589510244, -1, -1, -1, -1"
86,"446.5052004459937, 178.9348416161009, 517.4779472448806, -1, -1, -1, -1"
87,"348.7286709070762, 229.12913557912822, 282.2269596734577, -1, -1, -1, -1"
88,"926.2227303945989, 1630.8156428474879, 338.20310229384336, -1, -1, -1, -1"
89,"491.3081307629444, 1781.8897111600074, 8343.365469368902, -1, -1, -1, -1"
90,"321.1838888515284, 771.7343535089426, 447.18054711779195, -1, -1, -1, -1"
91,"273.28483291581614, 1223.7192363660033, 2403.9547404957675, -1, -1, -1, -1"
92,"1543.6270752064108, 810.2371448586838, 387.11788974184014, -1, -1, -1, -1"
93,"1670.390581405477, 182.03369844339892, 532.2729300080886, -1, -1, -1, -1"
94,"1561.1845274502969, 1128.729602330905, 2350.0218947532717, -1, -1, -1, -1"
95,"535.0070553246009, 357.201737689927, 1466.350477565562, -1, -1, -1, -1"
96,"1994.332009273419, 3702.684819016976, 349.0948277171765, -1, -1, -1, -1"
97,"1803.3326514220475, 1124.014845620297, 1547.8027551600594, -1, -1, -1, -1"
98,"216.7076715394514, 772.6360988350771, 618.9643486146495, -1, -1, -1, -1"
99,"784.8196855431086, 323.77215433903024, 1364.2979460836527, -1, -1, -1, -1"
100,"239.9200712719043, 458.68997795385275, 378.7160319534977, 1599.9709324397345, -1, -1, -1"
101,"1837.5351417299394, 313.87567867837345, 104.96892309920489, 2698.535016012258, -1, -1, -1"
102,"375.9080760883897, 1166.9422550366473, 308.5353290405599, 84.943354753579, -1, -1, -1"
103,"3135.0820843965944, 762.449407133796, 373.75824224475366, 6009.796330402516, -1, -1, -1"
104,"11790.829956178059, 247.16899000231825, 273.71433961255764, 371.6540275149371, -1, -1, -1"
105,"565.179727063218, 176.9129350535205, 78.30922840486342, 296.21577348884955, -1, -1, -1"
106,"470.5968534706838, 4635.766315251172, 3565.2730942858907, 5414.112317552703, -1, -1, -1"
107,"698.0195348417936, 2826.8859111581583, 1390.4346824493905, 2066.266713974189, -1, -1, -1"
108,"644.8728511212179, 794.6691018324536, 997.41724794114, 241.90724914314177, -1, -1, -1"
109,"519.6070592331201, 1232.4101702799064, 172.69656627118283, 74.56932869960741, -1, -1, -1"
110,"4090.9604463620517, 246.38852124214333, 329.254839415641, 1165.5952476862192, -1, -1, -1"
111,"311.67338502042173, 599.5358381106737, 169.37680730185392, 217.6845735023347, -1, -1, -1"
112,"781.6779859640537, 251.8773058320357, 811.636543060996, 499.066995269051, -1, -1, -1"
113,"327.8669423787177, 743.9061770058996, 111.76153411868219, 635.5404475194462, -1, -1, -1"
114,"4873.32863560261, 278.2922746465579, 372.92071861282227, 2596.936013525504, -1, -1, -1"
115,"919.1051175129492, 300.1454451343024, 459.86549924264153, 1695.8718721558625, -1, -1, -1"
116,"2176.7034148588828, 481.58579460817725, 1494.2083750614006, 1081.0358788291564, -1, -1, -1"
117,"104.45523340307247, 1987.75041288306, 52.98085956918459, 303.7857585566684, -1, -1, -1"
118,"53.76731249714649, 145.6489800894162, 362.0720680466571, 135.65914815005146, -1, -1, -1"
119,"1552.0805723787325, 63.894225661415504, 312.382371247512, 1088.1820576721348, -1, -1, -1"
120,"131.7351525948386, 438.52388029777285, 591.4163700532868, 870.7735752850373, -1, -1, -1"
121,"451.0983508234924, 267.75296699718956, 303.6912757764733, 4053.2295500185087, -1, -1, -1"
122,"536.2790848269892, 303.6047700378176, 51.589647713362716, 1313.7499658908612, -1, -1, -1"
123,"322.921889320609, 150.55483123722084, 1807.937535776054, 242.40372493266713, -1, -1, -1"
124,"295.83132393547925, 3646.4568516778995, 986.3506031770834, 140.06940876815656, -1, -1, -1"
125,"6815.411127781965, 415.8802126593147, 462.20469825961436, 6323.982385597798, -1, -1, -1"
126,"1104.908930125142, 198.759481920329, 171.52733682101746, 426.90719962738655, -1, -1, -1"
127,"781.747762646796, 558.7373173562268, 577.6578618797482, 466.8543746349729, -1, -1, -1"
128,"1475.343876685611, 412.8842300243689, 191.81452618020438, 794.5930655498813, -1, -1, -1"
129,"915.7694842892596, 522.8404412763596, 1484.4796410493614, 487.3318677906831, -1, -1, -1"
130,"752.922185510921, 676.5391857086607, 3010.399583255268, 227.51726058435528, -1, -1, -1"
131,"329.55923238977454, 1396.388815632802, 116.88507672691631, 199.85311437901308, -1, -1, -1"
132,"591.3158610342897, 325.8948446350559, 713.3332145919595, 2129.204753882572, -1, -1, -1"
133,"1037.586427705455, 279.0461173179573, 613.7430288057883, 1833.7985720274905, -1, -1, -1"
134,"4413.659891962959, 317.9638252168317, 314.83730456324315, 8599.55769518913, -1, -1, -1"
135,"587.9670481182302, 631.3851547085205, 243.59638850798345, 1255.2430472748679, -1, -1, -1"
136,"239.89497864670062, 455.8241032854859, 464.06436290221313, 1606.1272733102758, -1, -1, -1"
137,"811.1890326588652, 4194.682587463693, 1613.662567359462, 1782.9929247066639, -1, -1, -1"
138,"1567.5586289754474, 1203.575643148048, 1889.3220234530888, 848.8611681887862, -1, -1, -1"
139,"1426.6654885243647, 1132.400292863611, 344.775318119449, 169.38165232847066, -1, -1, -1"
140,"608.6682417202172, 656.2162885138526, 239.4288069061006, 470.4821171507578, -1, -1, -1"
141,"121.67384883217929, 752.0529896379408, 97.57512669454805, 407.02501301903095, -1, -1, -1"
142,"316.1543857717873, 451.6901032642178, 1669.9796507505287, 520.5018279917072, -1, -1, -1"
143,"1007.7330019634916, 301.58343349300964, 146.37637595280256, 553.000098262303, -1, -1, -1"
144,"1801.673018297173, 468.2128079307265, 797.8302514916583, 1266.30732868907, -1, -1, -1"
145,"473.10733186854185, 222.00053364624597, 2950.009394967141, 1571.0966609479917, -1, -1, -1"
146,"739.6567967198918, 316.10550724242506, 516.3159709191027, 993.4965091875911, -1, -1, -1"
147,"600.4708943633477, 209.6715322405004, 1478.2520815547296, 235.52988499770174, -1, -1, -1"
148,"264.1743849578091, 272.99082375514416, 246.14426778980265, 213.00050408407057, -1, -1, -1"
149,"352.5544616558003, 831.3884154487137, 633.0345322164702, 1146.9401674569024, -1, -1, -1"
150,"416.84396343186256, 932.41313021173, 977.4179014318574, 821.4766979072504, -1, -1, -1"
151,"768.3143147260162, 501.8741110689108, 295.7775711779527, 390.0164881331789, -1, -1, -1"
152,"132.42785809844412, 1052.878490057195, 168.82907253866472, 106.45643310462927, -1, -1, -1"
153,"1276.3551779841132, 825.0603241021208, 1011.8071433510157, 631.3200769200545, -1, -1, -1"
154,"949.9005081961692, 1714.6215790072008, 280.3703247821806, 126.40821957534432, -1, -1, -1"
155,"1748.403414691113, 630.9067732530825, 1949.4282194581644, 2136.977438809846, -1, -1, -1"
156,"986.0501327907538, 1845.187310692846, 219.63677451822312, 2498.1143057533923, -1, -1, -1"
157,"729.67029228714, 489.6814415689296, 146.2502388739553, 1839.7705847070372, -1, -1, -1"
158,"1428.9637962142895, 235.337964500686, 1257.44954519168, 938.5182263417248, -1, -1, -1"
159,"910.5701033839875, 444.10030949499145, 399.1782780944657, 1877.2283392731442, -1, -1, -1"
160,"450.05237733691524, 605.0617092255997, 137.7688199925591, 1862.2344737655258, -1, -1, -1"
161,"1408.5449777256795, 168.43694128689242, 75.85043518619686, 2245.192759642767, -1, -1, -1"
162,"538.7567116515295, 239.87438438239445, 926.8430553114108, 432.8668586528067, -1, -1, -1"
163,"2683.0950297356867, 203.2912566450693, 1081.2364970117328, 676.00212583762, -1, -1, -1"
164,"1102.9448261697682, 77.44873640784597, 132.55872592068505, 5709.557730143279, -1, -1, -1"
165,"87.32633370116733, 395.05101194626263, 117.08991750130194, 570.0043030230497, -1, -1, -1"
166,"939.1163707501366, 425.35353472270504, 510.68493394178864, 601.4918771176051, -1, -1, -1"
167,"1520.1657098743476, 1376.7517108359002, 108.83874627631717, 283.7663516373008, -1, -1, -1"
168,"1753.1471285028306, 450.3244691260305, 93.45436415646178, 2397.7306208547047, -1, -1, -1"
169,"1086.1100907244138, 711.4761255181625, 314.58901046447545, 1454.291770724665, -1, -1, -1"
170,"243.66816644499397, 615.8070771778468, 499.1516785940817, 1692.2766636374101, -1, -1, -1"
171,"841.7976212503005, 290.05833623617934, 246.6620127422625, 317.613609818153, -1, -1, -1"
172,"1498.3424485401051, 236.11213253451456, 786.93351803263, 2909.1806479862776, -1, -1, -1"
173,"1202.1350759968818, 193.80738082471265, 401.9584417431104, 535.0774419878455, -1, -1, -1"
174,"2050.8886825761842, 219.89707435170578, 287.59004867001363, 2283.278057138232, -1, -1, -1"
175,"438.56588052353516, 245.52856361544787, 711.5749650803839, 3089.7788906403784, -1, -1, -1"
176,"328.5191865388806, 977.0344564692098, 2337.200423446897, 393.08775735489354, -1, -1, -1"
177,"148.45920131238685, 433.60508132904374, 967.5866522788423, 361.44645775278747, -1, -1, -1"
178,"8202.251629653802, 292.3372467569437, 274.433099365322, 1822.1385230416608, -1, -1, -1"
179,"301.2034361019571, 289.9563354937223, 78.12051781087808, 107.40276889748493, -1, -1, -1"
180,"690.8695079709959, 391.6266237011832, 358.5407690114933, 306.5411513392113, -1, -1, -1"
181,"1106.8255351391465, 945.4174783211954, 301.4058825849345, 786.8479473068958, -1, -1, -1"
182,"1296.0428852891107, 187.93908309557168, 101.59483228169836, 1555.3653694039463, -1, -1, -1"
183,"911.8161644266366, 506.9059082067195, 380.1393008490088, 427.87462143703453, -1, -1, -1"
184,"1176.4271212006895, 937.6793180378788, 939.6930261310279, 216.99696611660266, -1, -1, -1"
185,"262.1020978762483, 1600.9329017127102, 828.5776123105974, 579.3439149756671, -1, -1, -1"
186,"258.002838433511, 1487.7752039118136, 5411.379528124827, 298.13767317902983, -1, -1, -1"
187,"276.5098540936284, 1299.4560453441532, 241.3112786752886, 212.2677535256535, -1, -1, -1"
188,"326.9368424002654, 494.26009463667344, 3836.3670774357515, 2790.6477147342794, -1, -1, -1"
189,"350.5759215174372, 428.33345391206, 1667.0691330344007, 326.70092650719795, -1, -1, -1"
190,"2519.695635354637, 1781.0645681518095, 592.4470139235001, 742.781843256398, -1, -1, -1"
191,"603.009735567627, 263.3884054097105, 252.2653939189825, 826.8354712015448, -1, -1, -1"
192,"1101.5794272099638, 495.2543822429923, 404.4299805623265, 1305.4194588689174, -1, -1, -1"
193,"370.05244957495137, 4115.952395022467, 566.1246817441073, 161.54526089173257, -1, -1, -1"
194,"503.24809896868777, 891.8383011297037, 562.582652800349, 3015.970304866225, -1, -1, -1"
195,"700.8757100080379, 704.8602118078593, 1120.5038700231357, 615.6153092228319, -1, -1, -1"
196,"428.2841052842697, 2583.957724053915, 391.18449166888206, 1251.7043024248742, -1, -1, -1"
197,"452.5095894887014, 149.810508295496, 3348.1694946423463, 598.3759974241558, -1, -1, -1"
198,"1053.1252883585614, 842.200523369481, 1052.4036840573565, 3084.9874254004653, -1, -1, -1"
199,"342.63173322608304, 2107.5269377999516, 233.86922814490077, 6628.969484926771, -1, -1, -1"
200,"180.66148885535426, 251.7798051034618, 1824.0662702858024, 305.24967171042783, 978.8442712495764, -1, -1"
201,"455.1381407983799, 155.10155511829393, 882.7475771285501, 1388.0898360717074, 218.61785046181237, -1, -1"
202,"260.3283353287891, 1980.2161148625535, 708.7472615254952, 153.29321722908253, 385.6445857755645, -1, -1"
203,"1284.4288779390606, 438.6940480942341, 437.8321550422045, 893.987151843537, 605.9860858969429, -1, -1"
204,"1139.4958517092853, 224.74043773345082, 274.9340177669344, 212.33919481764087, 1012.8471407855966, -1, -1"
205,"412.2452665708291, 199.48884858938098, 1450.3373988498493, 184.70597141025922, 2560.8685403006793, -1, -1"
206,"495.5737115811756, 656.3184278998528, 402.85810853707846, 518.4299672845178, 514.3652435446107, -1, -1"
207,"756.409931846804, 510.19074584903194, 541.0732440210617, 85.93374211016622, 667.9006081663786, -1, -1"
208,"2923.522132664198, 791.106229467458, 737.4569477404705, 447.8588613242778, 1912.8291531471568, -1, -1"
209,"263.26238850170046, 608.1049255748972, 410.73064038413764, 2568.929639388314, 73.23478786291935, -1, -1"
210,"1213.60053533042, 582.9557788039444, 130.32244003394388, 148.57121635566025, 1981.6236384902468, -1, -1"
211,"947.7202180945324, 924.8424060043208, 2256.9276105200815, 221.7153564859135, 267.6364167828958, -1, -1"
212,"1688.5906546284514, 348.54471096535957, 366.90825463626703, 120.66219220662606, 137.48826003656058, -1, -1"
213,"2077.5412405406164, 299.98958114491614, 91.18702580611378, 76.40031143668675, 768.9351575863402, -1, -1"
214,"318.9176807879231, 254.19542700130563, 345.8408212681934, 343.1751523010583, 2587.414927565178, -1, -1"
215,"3815.491493478322, 1685.9251661189667, 169.31510793517083, 322.4458353424694, 2623.421737796227, -1, -1"
216,"655.4084493536654, 569.915226147161, 1829.244823216735, 667.5620695539421, 1046.6971029327854, -1, -1"
217,"424.68520717941504, 2142.1360091951688, 761.4350626271374, 390.89282729933416, 211.62058286053178, -1, -1"
218,"8231.473820135912, 420.2812250984979, 122.91739250731672, 502.40115026157724, 10128.25418592316, -1, -1"
219,"475.3007028540608, 904.3548215744668, 185.5248479190561, 522.2444451333884, 397.5956929359646, -1, -1"
220,"586.5874075102013, 472.76420428451866, 301.6928712820745, 116.02782980771343, 4257.012673791872, -1, -1"
221,"888.4925276330641, 437.29867155866555, 5785.543407192198, 107.39762683940344, 191.96819062635691, -1, -1"
222,"197.19019070469415, 96.48254820799484, 508.02942433268083, 778.7039563993985, 737.1002933459346, -1, -1"
223,"122.34986047952637, 655.3204048883485, 770.2183716271087, 305.284918351859, 329.11522657307535, -1, -1"
224,"2786.8407235188665, 300.6098704823143, 127.74815893205715, 326.0796864087582, 4833.292222615745, -1, -1"
225,"1839.038082705004, 1092.0248085727044, 83.96153131966497, 324.09888780470294, 253.36816296803102, -1, -1"
226,"11043.013680929642, 496.4487526663677, 1893.192708208144, 4910.780713199616, 395.1461552015313, -1, -1"
227,"331.82590095963604, 910.702289349685, 482.6605136329223, 222.47343967515548, 578.5100799757292, -1, -1"
228,"1993.8810744690945, 3820.9350662121374, 1649.8191397168061, 413.2034496204021, 396.65074404249253, -1, -1"
229,"2251.4033614672194, 2713.5083065005397, 629.07020151131, 457.5329450822228, 2298.6642930717094, -1, -1"
230,"943.2445732320999, 106.41717552845537, 698.1002317551612, 196.1266469438015, 903.6330657911763, -1, -1"
231,"80.61026105980905, 850.1720995825509, 1711.1588895355633, 226.1192943454712, 2349.9099733031057, -1, -1"
232,"1005.5646798285177, 99.26325091334044, 2891.6855881826605, 480.4709046194406, 1049.9968694797535, -1, -1"
233,"552.7636373559442, 318.0341880634758, 433.25602110593405, 95.23498126331936, 384.05733408602157, -1, -1"
234,"1443.249010844912, 893.571007323076, 165.28823083824386, 473.2667682469579, 5495.865942771153, -1, -1"
235,"967.8449784326632, 131.89441935737102, 570.1192475315495, 108.72332121833267, 784.0478267640998, -1, -1"
236,"2199.831106359832, 133.23204446499852, 104.25047210931376, 90.32144890880201, 654.7490105768582, -1, -1"
237,"210.05693054322177, 3802.7768180752287, 803.841409224053, 422.6593252999452, 170.05453046825397, -1, -1"
238,"5752.6633681652165, 354.9347674765748, 1298.3195592069947, 415.32695238222055, 727.3256133676925, -1, -1"
239,"902.0155621769472, 870.482840934562, 200.45356683718458, 499.5475436376776, 7059.249092651712, -1, -1"
240,"256.4499741271299, 897.6067454270769, 1585.5346698171654, 210.07705257343045, 54.58932123204103, -1, -1"
241,"386.12568172732443, 482.5254212682389, 486.15753412867946, 291.2803459146251, 67.15293997842772, -1, -1"
242,"71.74635267803583, 504.48055423443293, 320.4910833720759, 650.8368952629719, 254.85388668466558, -1, -1"
243,"1274.1006716109937, 170.08054178016164, 895.7355429127738, 3656.2118615640225, 606.5388624586143, -1, -1"
244,"5132.125136731126, 130.18773429802218, 950.6834515364422, 298.9004284412909, 540.1556920019951, -1, -1"
245,"2311.177469538853, 234.37681078036564, 97.51216815116148, 1081.808239921945, 178.37933151580918, -1, -1"
246,"168.2630518025908, 1714.4857631525797, 51.925573026449385, 1086.3026935841342, 117.15524732051912, -1, -1"
247,"174.92227208903145, 766.5584029993355, 374.8824032433232, 776.8022403254655, 126.67220311356851, -1, -1"
248,"232.05118690820257, 1918.538258096092, 1483.8152425496507, 2680.0530555641026, 1201.1474744102243, -1, -1"
249,"604.1041912059501, 535.7317208354923, 498.2315291413152, 502.09618221009464, 69.40487845064844, -1, -1"
250,"4736.48305194375, 323.3672019172698, 219.0365271602076, 457.61569038081, 290.31158944942905, -1, -1"
251,"1381.3768314860745, 601.4453565328243, 64.374988559685, 298.5654112439988, 3297.1783480215536, -1, -1"
252,"615.7874506394985, 355.32158644792923, 3769.2834864508636, 196.05184190838224, 538.5724858426969, -1, -1"
253,"254.48232510230417, 442.75512263951623, 518.0738878594381, 292.01624932761945, 400.39285418194953, -1, -1"
254,"206.26064163270826, 1303.1516641558344, 336.87160076589305, 2654.276870198465, 6526.736817898403, -1, -1"
255,"287.1507359894508, 383.3586366194888, 2420.947308180843, 316.3045826265376, 121.46950487342505, -1, -1"
256,"745.1134690505628, 526.5934754434538, 1190.0597199597066, 73.56251852604309, 711.4246676456798, -1, -1"
257,"1110.3145362640998, 437.65685440632944, 463.00032607466153, 1471.369448122618, 1627.6820253727165, -1, -1"
258,"1480.5397799820437, 2815.4845882879526, 147.9864212806527, 685.3631588417124, 468.0547499992661, -1, -1"
259,"341.92546614210323, 691.4919158105728, 208.5890196446116, 373.4725786627129, 1472.4322169643715, -1, -1"
260,"2706.106021829965, 1048.5770457606775, 360.04145684987833, 785.3468293229415, 4182.172653767555, -1, -1"
261,"175.79273153430344, 1364.155195409562, 264.28733439050654, 238.39984262765543, 229.85282684465068, -1, -1"
262,"392.61480606737575, 534.2180571571669, 817.9144312334923, 237.2417854776235, 2675.5898836107735, -1, -1"
263,"375.8139704971989, 791.0421316446443, 904.167991727074, 56.57670816952577, 117.903904156853, -1, -1"
264,"114.30316012593696, 186.62240268950774, 688.8176046679589, 85.63734511060736, 119.01287725062784, -1, -1"
265,"2277.76277662726, 442.8780253872514, 201.94829075460262, 575.1287688914784, 8211.473087314254, -1, -1"
266,"229.50226881736126, 253.3080797200107, 438.3664004204052, 537.7588877078682, 1254.2246583021706, -1, -1"
267,"784.2249046159519, 267.9327974060911, 734.8931415614708, 102.61354189052511, 147.28086639062394, -1, -1"
268,"194.14453564551363, 1139.9083950104584, 1222.6608338389574, 295.9230329577575, 770.244097257211, -1, -1"
269,"1695.4796563783848, 255.18729891417152, 1064.1264387044291, 217.36665097969632, 842.8954648109525, -1, -1"
270,"671.8051461623338, 122.58596789840595, 420.72796298740934, 3604.9197990308294, 175.90847494664254, -1, -1"
271,"498.49942931884067, 811.1075654346466, 264.49136339691756, 157.9800770895426, 736.3802994003431, -1, -1"
272,"1073.5755759875142, 414.82229165312873, 107.0200903449494, 174.3419028668014, 1176.9130398008822, -1, -1"
273,"708.0681697202212, 573.551147002353, 500.4599302206843, 863.0788044785824, 697.9479251398244, -1, -1"
274,"1026.6805868341862, 130.88645393086097, 146.94246816369107, 1015.8935952888921, 262.86476491898753, -1, -1"
275,"1342.5702931383248, 347.11995510713245, 336.81209549388007, 379.95918929412403, 630.5562236245974, -1, -1"
276,"83.92349175340159, 568.1297052739384, 671.0102125710825, 67.36180096411364, 165.05558222678445, -1, -1"
277,"662.7540690708913, 1125.8971106009228, 358.75014364086667, 509.63805881535905, 917.8003147821578, -1, -1"
278,"1865.424387952368, 729.1382095995964, 171.5483419124668, 285.38306993393815, 325.4360362721473, -1, -1"
279,"1778.5557215036406, 298.554842255374, 101.47593373408658, 1580.585946297142, 5869.4125116388495, -1, -1"
280,"182.59321184978347, 1074.333200168824, 516.2645555647989, 182.72422277109865, 1452.1685373754033, -1, -1"
281,"2735.730139348245, 644.9579949300012, 611.7471105349481, 2380.3780769289388, 370.7215292881608, -1, -1"
282,"1194.7197972955119, 854.6103020171512, 2682.1535845619137, 576.9603498209757, 478.94365670088246, -1, -1"
283,"287.34167203617005, 328.4290513998294, 270.34213436632126, 5990.865396284739, 815.3306430029702, -1, -1"
284,"454.0006973671544, 886.6967402058963, 532.7623968560309, 1310.0844824535159, 3727.000196674664, -1, -1"
285,"598.156867280986, 796.7688681758721, 1460.6188061865203, 456.49787616509803, 304.7226067163625, -1, -1"
286,"304.3687459670698, 317.3898784293283, 494.287737919388, 1017.6336717369716, 277.6948350413496, -1, -1"
287,"356.1737295987151, 717.353980552024, 1418.6954831592275, 1123.7548522561506, 2951.048187163486, -1, -1"
288,"771.4764795718606, 422.4048167975184, 396.25891886177493, 844.4994899746371, 654.240230223078, -1, -1"
