graph_id,0,1,2,3,4,5,6
37,116.29361,1122.384,330.71503,-1.0,-1.0,-1.0,-1.0
38,977.1067,217.22128,191.98155,-1.0,-1.0,-1.0,-1.0
39,148.79097,369.9321,765.0843,-1.0,-1.0,-1.0,-1.0
40,531.9469,1108.5392,3003.199,-1.0,-1.0,-1.0,-1.0
41,3125.1921,2041.6552,230.80702,-1.0,-1.0,-1.0,-1.0
42,1038.538,359.27872,210.80586,-1.0,-1.0,-1.0,-1.0
43,520.6819,500.4693,2055.92,-1.0,-1.0,-1.0,-1.0
44,990.38007,444.74115,412.48132,-1.0,-1.0,-1.0,-1.0
45,152.40091,929.58093,568.9492,-1.0,-1.0,-1.0,-1.0
46,6967.75,759.4988,951.76984,-1.0,-1.0,-1.0,-1.0
47,1276.3846,135.3702,598.4831,-1.0,-1.0,-1.0,-1.0
48,988.99713,450.93716,481.0084,-1.0,-1.0,-1.0,-1.0
49,332.98453,1116.6775,636.7424,-1.0,-1.0,-1.0,-1.0
50,762.6388,312.10797,1405.8203,-1.0,-1.0,-1.0,-1.0
51,126.30556,1231.3821,504.7372,-1.0,-1.0,-1.0,-1.0
52,432.76602,95.90899,911.6837,-1.0,-1.0,-1.0,-1.0
53,369.9868,3448.4607,652.7457,-1.0,-1.0,-1.0,-1.0
54,1031.4479,5210.539,998.4038,-1.0,-1.0,-1.0,-1.0
55,70-1.06964,242.11014,1076.5148,-1.0,-1.0,-1.0,-1.0
56,292.27316,153.07735,2100.3123,-1.0,-1.0,-1.0,-1.0
57,602.0584,113.28785,97.87534,-1.0,-1.0,-1.0,-1.0
58,310.82492,287.7595,117.98651,-1.0,-1.0,-1.0,-1.0
59,2347.3765,1592.0825,594.02606,-1.0,-1.0,-1.0,-1.0
60,270.90732,484.01947,11-1.03132,-1.0,-1.0,-1.0,-1.0
61,351.66006,179.48392,230.43434,-1.0,-1.0,-1.0,-1.0
62,1736.5952,281.07867,2710.1284,-1.0,-1.0,-1.0,-1.0
63,593.73737,595.5224,887.7788,-1.0,-1.0,-1.0,-1.0
64,851.2102,193.233,413.75833,-1.0,-1.0,-1.0,-1.0
65,411.58185,509.32907,1253.3928,-1.0,-1.0,-1.0,-1.0
66,407.84378,371.35974,212.60506,-1.0,-1.0,-1.0,-1.0
67,201.49118,598.615,437.7515,-1.0,-1.0,-1.0,-1.0
68,158.55295,950.4089,735.6801,-1.0,-1.0,-1.0,-1.0
69,943.4061,1869.5967,145.90646,-1.0,-1.0,-1.0,-1.0
70,872.6339,701.1121,5279.1035,-1.0,-1.0,-1.0,-1.0
71,523.0536,2353.0784,666.10114,-1.0,-1.0,-1.0,-1.0
72,2923.1445,1421.9028,253.6322,-1.0,-1.0,-1.0,-1.0
73,211.07457,1582.7197,636.37994,-1.0,-1.0,-1.0,-1.0
74,2166.9011,178.55405,420.58444,-1.0,-1.0,-1.0,-1.0
75,634.6548,998.9951,134.79193,-1.0,-1.0,-1.0,-1.0
76,603.9373,3837.691,1234.3365,-1.0,-1.0,-1.0,-1.0
77,154.98668,1384.9451,173.89096,-1.0,-1.0,-1.0,-1.0
78,1234.6749,97.733536,1281.8333,-1.0,-1.0,-1.0,-1.0
79,337.84113,216.39558,1131.9717,-1.0,-1.0,-1.0,-1.0
80,5594.3945,371.6807,869.6661,-1.0,-1.0,-1.0,-1.0
81,411.46857,7004.9526,209.93254,-1.0,-1.0,-1.0,-1.0
82,473.7607,172.05182,151.46555,-1.0,-1.0,-1.0,-1.0
83,1007.1341,1073.7285,159.34607,-1.0,-1.0,-1.0,-1.0
84,597.5326,828.2995,351.65228,-1.0,-1.0,-1.0,-1.0
85,2196.778,276.34982,2782.6812,-1.0,-1.0,-1.0,-1.0
86,428.2896,311.97305,501.6356,-1.0,-1.0,-1.0,-1.0
87,362.03973,211.77037,282.82477,-1.0,-1.0,-1.0,-1.0
88,922.81445,1732.5142,364.02264,-1.0,-1.0,-1.0,-1.0
89,428.9236,1840.4934,8242.878,-1.0,-1.0,-1.0,-1.0
90,272.1292,860.30273,424.36124,-1.0,-1.0,-1.0,-1.0
91,276.28592,1187.9437,2517.9443,-1.0,-1.0,-1.0,-1.0
92,1585.4003,872.6537,260.91852,-1.0,-1.0,-1.0,-1.0
93,1708.008,187.96355,519.92126,-1.0,-1.0,-1.0,-1.0
94,1746.1097,1148.7502,2272.4292,-1.0,-1.0,-1.0,-1.0
95,509.3034,34-1.01508,1551.3945,-1.0,-1.0,-1.0,-1.0
96,2069.7969,3946.9556,379.4545,-1.0,-1.0,-1.0,-1.0
97,1783.9543,1137.8395,1604.2291,-1.0,-1.0,-1.0,-1.0
98,202.89687,842.6999,585.0448,-1.0,-1.0,-1.0,-1.0
99,771.50604,325.3486,1384.5195,-1.0,-1.0,-1.0,-1.0
100,265.11105,450.82254,361.4708,1686.9823,-1.0,-1.0,-1.0
101,1948.6692,315.0497,127.64664,2567.556,-1.0,-1.0,-1.0
102,365.17755,1231.3236,321.7532,81.99541,-1.0,-1.0,-1.0
103,3291.21,749.7171,358.90204,6212.3164,-1.0,-1.0,-1.0
104,10738.484,267.5718,291.18155,477.75992,-1.0,-1.0,-1.0
105,560.3895,221.35237,115.03174,322.73502,-1.0,-1.0,-1.0
106,491.73032,5003.3574,3591.0894,5229.5703,-1.0,-1.0,-1.0
107,703.37445,3126.1477,1344.632,1905.6532,-1.0,-1.0,-1.0
108,685.3433,745.6518,1012.40936,260.52243,-1.0,-1.0,-1.0
109,512.7255,1288.9324,168.27931,80.33721,-1.0,-1.0,-1.0
110,4077.5894,232.75076,305.2783,1295.9464,-1.0,-1.0,-1.0
111,322.66254,613.04083,149.20192,229.51418,-1.0,-1.0,-1.0
112,821.7159,250.5468,824.43207,502.78952,-1.0,-1.0,-1.0
113,260.90103,750.4041,111.15362,664.8453,-1.0,-1.0,-1.0
114,4946.686,276.75708,406.4427,2805.3833,-1.0,-1.0,-1.0
115,918.0987,329.58356,460.2626,1788.1321,-1.0,-1.0,-1.0
116,2180.3896,487.94333,1505.2607,1007.838,-1.0,-1.0,-1.0
117,114.63167,2072.5535,75.977104,289.70035,-1.0,-1.0,-1.0
118,58.79304,111.30362,388.6733,133.61678,-1.0,-1.0,-1.0
119,1656.4202,86.4859,346.55228,1149.3116,-1.0,-1.0,-1.0
120,139.06825,451.20523,590.833,86-1.0612,-1.0,-1.0,-1.0
121,548.1235,256.43442,291.64267,3828.378,-1.0,-1.0,-1.0
122,495.66898,310.46994,104.97113,1303.4774,-1.0,-1.0,-1.0
123,334.7369,14-1.08984,2212.06,237.25044,-1.0,-1.0,-1.0
124,293.74887,3778.3906,991.1434,136.72939,-1.0,-1.0,-1.0
125,6759.894,415.82382,512.70013,5844.9478,-1.0,-1.0,-1.0
126,1071.9001,186.20729,180.45238,436.58514,-1.0,-1.0,-1.0
127,865.85205,564.65985,612.26306,407.5441,-1.0,-1.0,-1.0
128,1612.5446,425.82425,182.14665,898.37994,-1.0,-1.0,-1.0
129,1078.3726,535.1734,1588.1451,552.3625,-1.0,-1.0,-1.0
130,747.84106,668.1272,3035.7122,228.16824,-1.0,-1.0,-1.0
131,340.2721,1446.1609,107.31569,204.8399,-1.0,-1.0,-1.0
132,564.6391,298.69104,745.4084,2021.6942,-1.0,-1.0,-1.0
133,1073.9902,267.20502,616.99896,1786.2101,-1.0,-1.0,-1.0
134,4136.476,329.80875,325.39554,7242.6997,-1.0,-1.0,-1.0
135,573.07605,655.70294,240.4398,1247.9799,-1.0,-1.0,-1.0
136,261.77768,461.42017,452.2211,1551.6869,-1.0,-1.0,-1.0
137,808.0475,4550.856,1572.3351,1857.9749,-1.0,-1.0,-1.0
138,1722.0343,1227.7092,2002.9078,954.04156,-1.0,-1.0,-1.0
139,1381.5784,1125.076,354.80936,156.5742,-1.0,-1.0,-1.0
140,682.712,761.8026,217.53285,548.08246,-1.0,-1.0,-1.0
141,137.68825,782.2244,98.364655,412.18826,-1.0,-1.0,-1.0
142,328.14505,493.3549,1589.7545,548.9218,-1.0,-1.0,-1.0
143,1160.2186,313.56778,144.05165,559.52704,-1.0,-1.0,-1.0
144,1897.1847,451.64896,800.73456,1341.1271,-1.0,-1.0,-1.0
145,463.6587,224.56923,2997.4072,1681.8898,-1.0,-1.0,-1.0
146,723.6059,407.80862,541.7763,1006.55695,-1.0,-1.0,-1.0
147,592.6532,220.33716,1506.8932,243.91093,-1.0,-1.0,-1.0
148,224.03862,291.88422,283.86734,201.23085,-1.0,-1.0,-1.0
149,383.88467,894.61084,630.6772,1143.4628,-1.0,-1.0,-1.0
150,412.11795,902.39166,992.0432,842.16754,-1.0,-1.0,-1.0
151,995.7824,527.5307,286.88202,373.97943,-1.0,-1.0,-1.0
152,113.947205,1152.7083,178.09946,96.4235,-1.0,-1.0,-1.0
153,1349.9802,876.9567,951.3836,613.01184,-1.0,-1.0,-1.0
154,924.3437,1841.8861,286.72266,129.17624,-1.0,-1.0,-1.0
155,1851.2919,633.8415,1978.1156,2237.2598,-1.0,-1.0,-1.0
156,1034.0903,2029.647,232.46562,2402.6328,-1.0,-1.0,-1.0
157,843.88745,467.73544,163.95662,1946.7406,-1.0,-1.0,-1.0
158,1662.3882,265.23862,1322.9154,1156.3634,-1.0,-1.0,-1.0
159,930.61523,397.66437,399.79886,1942.3757,-1.0,-1.0,-1.0
160,462.8067,652.6014,143.46004,1775.6956,-1.0,-1.0,-1.0
161,1489.9358,173.62483,108.81912,2262.056,-1.0,-1.0,-1.0
162,576.16,240.44067,950.21356,450.18723,-1.0,-1.0,-1.0
163,2430.583,211.21516,994.40607,669.54333,-1.0,-1.0,-1.0
164,1125.6597,113.6629,145.08337,6557.6763,-1.0,-1.0,-1.0
165,104.18921,399.2431,132.94305,573.6454,-1.0,-1.0,-1.0
166,963.989,428.88998,544.3815,581.337,-1.0,-1.0,-1.0
167,1482.2946,1376.7035,116.81602,289.94266,-1.0,-1.0,-1.0
168,1826.7793,468.28098,124.20024,2362.2053,-1.0,-1.0,-1.0
169,1163.5658,731.0484,325.25314,1604.6713,-1.0,-1.0,-1.0
170,237.35085,592.6136,512.9919,1767.3143,-1.0,-1.0,-1.0
171,839.30927,292.27005,280.6837,320.214,-1.0,-1.0,-1.0
172,1553.9937,234.4439,803.74176,2959.0474,-1.0,-1.0,-1.0
173,1436.4054,197.1014,441.46487,611.3398,-1.0,-1.0,-1.0
174,2067.003,285.06708,286.75665,2230.3018,-1.0,-1.0,-1.0
175,452.73413,282.36502,718.94275,3290.7793,-1.0,-1.0,-1.0
176,347.8514,101-1.0236,2451.509,420.18307,-1.0,-1.0,-1.0
177,300.5706,451.14813,1045.5543,521.8442,-1.0,-1.0,-1.0
178,9750.44,319.36642,290.5248,1923.1622,-1.0,-1.0,-1.0
179,307.6418,274.23074,79.31919,85.25715,-1.0,-1.0,-1.0
180,680.46326,384.99088,372.045,318.195,-1.0,-1.0,-1.0
181,1176.3541,955.707,294.49374,790.82,-1.0,-1.0,-1.0
182,1254.7675,181.45773,124.390144,1548.2515,-1.0,-1.0,-1.0
183,942.40247,488.19342,377.67697,428.63306,-1.0,-1.0,-1.0
184,1186.7208,959.41437,940.7852,197.47119,-1.0,-1.0,-1.0
185,279.8397,1630.9044,848.795,609.9965,-1.0,-1.0,-1.0
186,285.21674,1527.8765,5453.4453,305.15518,-1.0,-1.0,-1.0
187,290.84372,1269.964,240.98561,205.04054,-1.0,-1.0,-1.0
188,325.17242,501.8232,3784.5298,2912.3794,-1.0,-1.0,-1.0
189,352.60632,426.56882,1674.9965,337.56793,-1.0,-1.0,-1.0
190,2310.6235,1833.4047,613.94165,833.1956,-1.0,-1.0,-1.0
191,587.0289,232.28374,240.78647,866.0484,-1.0,-1.0,-1.0
192,1151.2167,525.47784,395.6414,1435.2832,-1.0,-1.0,-1.0
193,365.25366,4218.0425,581.46124,232.7559,-1.0,-1.0,-1.0
194,487.26715,961.8917,582.6447,3005.1255,-1.0,-1.0,-1.0
195,683.6434,710.863,1110.3395,601.2876,-1.0,-1.0,-1.0
196,415.68332,2702.724,406.24222,1266.1268,-1.0,-1.0,-1.0
197,434.11813,185.4001,3542.3274,594.01245,-1.0,-1.0,-1.0
198,1019.77106,863.6032,1033.2538,2928.831,-1.0,-1.0,-1.0
199,353.9371,2167.0166,250.87299,6129.4683,-1.0,-1.0,-1.0
200,179.49867,261.7469,1751.2186,316.47797,1005.27356,-1.0,-1.0
201,456.6392,144.21721,897.8532,1450.751,199.63307,-1.0,-1.0
202,273.9703,1935.0111,701.6476,157.81358,393.43915,-1.0,-1.0
203,1281.6182,427.70566,436.98434,884.5769,649.1531,-1.0,-1.0
204,1209.7872,210.97609,264.96774,197.92915,1141.491,-1.0,-1.0
205,512.6009,205.71428,1664.6036,185.25824,2288.063,-1.0,-1.0
206,481.23203,679.14264,397.8688,542.3467,555.5062,-1.0,-1.0
207,77-1.0763,509.2741,599.2444,123.82818,694.31934,-1.0,-1.0
208,3217.0518,834.2828,801.51807,474.39563,2191.69,-1.0,-1.0
209,258.4608,610.24164,415.50897,2720.4211,77.81465,-1.0,-1.0
210,1131.026,616.3242,157.35313,175.42091,1982.2535,-1.0,-1.0
211,931.5677,968.70685,2316.1384,260.4622,285.8439,-1.0,-1.0
212,1807.6959,350.25308,365.85287,135.41347,167.4279,-1.0,-1.0
213,2190.1748,293.92667,102.670166,126.2136,937.0834,-1.0,-1.0
214,245.27449,208.43379,349.4482,372.49374,2599.3552,-1.0,-1.0
215,3452.522,1676.779,169.46794,330.4709,2642.1365,-1.0,-1.0
216,687.98456,636.66876,1834.639,679.14276,1017.4388,-1.0,-1.0
217,405.9548,2091.5854,763.3322,385.1048,228.7441,-1.0,-1.0
218,8445.654,464.98373,146.72319,50-1.02298,9018.957,-1.0,-1.0
219,467.7841,975.7336,211.67833,549.9409,407.75244,-1.0,-1.0
220,604.2529,524.2464,299.91263,107.43564,4462.43,-1.0,-1.0
221,930.1626,432.303,5777.2056,12-1.01645,181.28139,-1.0,-1.0
222,205.12276,102.96124,546.352,830.43085,772.41516,-1.0,-1.0
223,137.60745,695.4811,792.6298,319.29446,333.0119,-1.0,-1.0
224,2542.8872,290.66183,149.98398,346.5405,5201.8433,-1.0,-1.0
225,1881.6241,1136.6249,93.745514,368.9355,239.22678,-1.0,-1.0
226,7681.014,504.81772,1816.1395,4967.6772,575.37695,-1.0,-1.0
227,324.28598,895.48615,498.1868,215.5432,551.12067,-1.0,-1.0
228,2105.4204,3661.905,1871.8595,395.5493,423.55057,-1.0,-1.0
229,2288.7998,2851.6753,627.0693,449.0354,2378.9207,-1.0,-1.0
230,1065.5787,148.08926,690.8336,202.23518,970.9937,-1.0,-1.0
231,107.4029,935.65656,1813.5634,225.32332,2543.4622,-1.0,-1.0
232,1017.733,141.65718,2829.1436,512.9191,1079.1656,-1.0,-1.0
233,571.20447,323.48584,429.47385,105.96492,422.70587,-1.0,-1.0
234,1498.841,866.8092,170.22357,483.5017,5440.6265,-1.0,-1.0
235,1066.3995,162.52061,595.80347,125.32674,915.3555,-1.0,-1.0
236,2189.0269,170.91853,127.53977,115.0801,679.61,-1.0,-1.0
237,216.98616,3891.1038,852.9843,422.34836,183.2152,-1.0,-1.0
238,5640.1694,340.18823,1327.4828,385.77667,777.7445,-1.0,-1.0
239,893.2334,952.99445,202.17145,513.68854,6820.2817,-1.0,-1.0
240,262.6358,885.14355,1628.3231,221.68105,62.10783,-1.0,-1.0
241,353.94034,507.40707,500.60504,314.73157,67.48711,-1.0,-1.0
242,75.19415,502.12503,314.82822,640.4836,239.47176,-1.0,-1.0
243,1342.9288,157.83372,901.58026,3694.7468,715.8376,-1.0,-1.0
244,4706.474,142.94179,976.61304,310.39194,608.63043,-1.0,-1.0
245,2265.2903,231.32367,126.4991,1027.6453,266.13684,-1.0,-1.0
246,166.52278,1832.316,72.247574,1125.8171,124.62775,-1.0,-1.0
247,160.58757,730.68115,384.04605,768.7778,125.57491,-1.0,-1.0
248,251.20647,1967.6493,1430.3673,2748.1863,1272.4052,-1.0,-1.0
249,596.7564,555.936,487.27643,495.43256,83.27873,-1.0,-1.0
250,4805.305,325.0424,228.41084,477.92834,268.2872,-1.0,-1.0
251,1678.2306,644.1496,99.445755,316.74792,3134.9316,-1.0,-1.0
252,619.86505,360.89212,3825.826,186.08746,526.58887,-1.0,-1.0
253,269.15482,406.5142,533.20654,306.7849,396.04083,-1.0,-1.0
254,301.4072,1456.04,380.46808,2639.9712,6230.9272,-1.0,-1.0
255,303.49368,396.86075,2585.8206,327.40744,124.78526,-1.0,-1.0
256,736.39294,505.90714,1149.8715,90.489685,751.52716,-1.0,-1.0
257,1139.981,412.65073,460.1542,1484.2413,1652.9473,-1.0,-1.0
258,1600.5905,2958.972,157.52248,689.40594,426.73654,-1.0,-1.0
259,320.74908,711.9759,171.57133,358.58774,1517.706,-1.0,-1.0
260,2698.1536,1141.2094,379.4118,757.91437,4235.746,-1.0,-1.0
261,165.58034,1434.1385,268.63574,223.95998,225.98506,-1.0,-1.0
262,385.11447,518.4991,873.9719,220.446,2650.2805,-1.0,-1.0
263,254.42299,743.55066,932.6898,61.775593,176.16922,-1.0,-1.0
264,121.735535,181.4329,743.7707,96.446785,113.016304,-1.0,-1.0
265,2257.0283,454.07297,235.16841,607.54474,7130.598,-1.0,-1.0
266,212.02417,237.53738,445.2853,536.3779,1275.0,-1.0,-1.0
267,791.8739,291.82272,743.10626,99.61882,147.22919,-1.0,-1.0
268,191.23824,1127.6654,1216.6345,287.5689,773.1449,-1.0,-1.0
269,1767.3009,257.53598,1074.6655,221.68672,892.50116,-1.0,-1.0
270,720.11847,141.77838,409.68295,3707.4138,21-1.07924,-1.0,-1.0
271,565.32745,814.6478,276.9847,181.55319,1048.416,-1.0,-1.0
272,1076.8451,416.1608,117.48822,206.25812,1177.6326,-1.0,-1.0
273,703.5495,558.20605,525.8266,856.37506,718.6399,-1.0,-1.0
274,1031.3807,122.91338,156.35133,1048.452,275.23032,-1.0,-1.0
275,1281.7766,358.68796,356.03592,364.95187,631.7249,-1.0,-1.0
276,80.916214,546.1822,693.35516,67.94189,147.983,-1.0,-1.0
277,617.4164,1124.391,341.30698,594.4222,968.6131,-1.0,-1.0
278,1885.2771,764.5174,148.95294,291.85916,302.6932,-1.0,-1.0
279,1849.9188,30-1.04233,166.35547,1684.7257,6198.275,-1.0,-1.0
280,159.53099,1074.6715,523.0279,177.79292,1525.8817,-1.0,-1.0
281,2731.6235,689.9494,591.42554,2601.8992,402.55576,-1.0,-1.0
282,1132.5885,869.3741,2762.5889,637.9462,487.6623,-1.0,-1.0
283,264.62308,327.2358,289.3481,5639.771,814.074,-1.0,-1.0
284,484.80038,963.1125,540.2164,1229.9303,3854.7505,-1.0,-1.0
285,603.89197,779.3339,1515.3651,471.77206,315.59912,-1.0,-1.0
286,263.45938,336.43814,576.95074,1007.45526,254.32487,-1.0,-1.0
287,374.91653,763.3733,1497.37,1155.9823,2988.7273,-1.0,-1.0
288,798.77985,394.0375,352.67078,841.6584,660.1981,-1.0,-1.0
289,554.0469,226.86751,1148.042,1321.7618,163.60123,-1.0,-1.0
290,2350.4858,484.30975,603.7869,631.27795,416.9684,-1.0,-1.0
291,341.997,84.604935,527.25415,1577.2032,2914.275,-1.0,-1.0
292,134.65901,561.7602,2309.7769,214.50179,178.28812,-1.0,-1.0
293,1835.2018,858.7547,820.81647,420.24252,1019.4661,-1.0,-1.0
294,1639.947,473.44968,685.3984,203.27504,673.6864,-1.0,-1.0
295,532.9286,907.93744,519.9344,151.31352,1115.1185,-1.0,-1.0
296,153.40558,437.78827,139.06145,1307.6298,1129.3931,-1.0,-1.0
297,76-1.05585,297.88974,167.9742,236.41759,3074.82,-1.0,-1.0
298,471.9114,373.28415,65-1.0291,399.34415,236.57884,-1.0,-1.0
299,231.83815,351.0218,627.5346,346.10678,104.055565,-1.0,-1.0
300,613.02356,338.6716,895.93585,618.14746,453.74252,454.78812,-1.0
301,290.80493,423.46588,421.81662,719.7622,918.3579,713.92126,-1.0
302,1576.7338,404.7326,449.67133,953.2833,2083.3755,706.0064,-1.0
303,4197.7515,920.9531,344.80136,997.4105,567.9049,523.0024,-1.0
304,504.5181,1265.7118,244.64972,368.74387,279.16852,110.36811,-1.0
305,147.21022,93.74661,199.45552,601.13776,732.8549,4456.9536,-1.0
306,165.16216,4231.571,425.94098,356.92566,155.83585,202.19211,-1.0
307,4159.517,236.93993,575.06274,1107.671,179.32236,4549.2217,-1.0
308,441.91562,814.683,304.8049,425.72913,115.87781,484.80963,-1.0
309,334.7695,509.43524,804.40607,272.77118,828.76917,859.5816,-1.0
310,4424.4663,177.72052,431.8264,386.42392,230.56502,2122.195,-1.0
311,217.41167,261.97433,751.70844,1525.9901,485.77615,1068.0946,-1.0
312,111.94781,116.61581,301.13232,359.33725,320.65643,500.93646,-1.0
313,1523.2616,509.55435,789.0527,253.91731,255.99791,205.82285,-1.0
314,740.39496,131.04558,5907.8335,145.58281,344.43076,528.2082,-1.0
315,939.0247,371.44943,973.7338,406.36203,573.44415,661.3828,-1.0
316,546.7937,722.23895,827.3308,262.7128,1357.1941,3027.0142,-1.0
317,3164.4788,2836.0835,126.06062,1067.408,472.50378,2401.2732,-1.0
318,1443.2538,147.46007,283.61813,2764.6846,586.7654,5389.0723,-1.0
319,113.54606,152.16489,782.2757,285.14764,305.36786,266.74326,-1.0
320,3815.66,373.225,578.12946,986.604,486.2587,618.8554,-1.0
321,1871.7616,237.32504,416.65512,214.83553,420.44647,199.21077,-1.0
322,564.53436,130.32904,766.757,236.79123,2964.7026,439.07257,-1.0
323,583.02325,1011.67975,723.6368,539.1896,332.94205,232.72037,-1.0
324,1466.1376,477.8918,320.26828,1327.9852,641.741,1074.3542,-1.0
325,1036.236,396.54984,138.57567,665.85284,2844.6182,1054.4502,-1.0
326,361.9882,621.9129,288.6152,163.65556,864.3409,199.32993,-1.0
327,709.9484,1285.3538,557.267,132.34937,274.02527,1780.5386,-1.0
328,1351.1729,725.6011,313.31833,454.6042,268.80917,1058.1547,-1.0
329,1091.4711,2166.956,1802.8597,576.5225,207.2949,219.7573,-1.0
330,253-1.04,258.3116,1156.9048,249.45555,493.58185,324.37192,-1.0
331,236.03848,467.3151,80.93349,108.53589,221.07988,848.14264,-1.0
332,275.86874,949.66315,258.12238,593.8154,555.14026,235.41295,-1.0
333,4039.053,391.5953,3618.717,382.57855,956.2118,885.95776,-1.0
334,389.84244,592.6945,1129.361,314.09818,479.87744,337.42535,-1.0
335,1183.2914,185.70973,279.35867,452.67996,1186.2742,4156.9624,-1.0
336,5695.307,591.1151,1574.5775,931.2299,50-1.084,757.0069,-1.0
337,234.14464,644.0488,463.76797,495.7681,189.85323,284.54694,-1.0
338,4557.485,616.9903,61-1.08856,127.32481,285.74725,4588.7637,-1.0
339,2407.2085,285.53305,447.53323,1129.131,232.47229,268.2366,-1.0
340,252.13084,1669.3744,284.61694,93.542145,35-1.02695,433.56415,-1.0
341,442.79282,4308.1353,1016.12665,999.9011,307.16934,2118.3213,-1.0
342,408.8182,713.95197,481.45834,579.60266,240.47095,1430.7373,-1.0
343,846.27277,675.2841,646.2554,36-1.0696,274.13425,825.2683,-1.0
344,62.73872,163.14119,87.611015,588.6278,150.42357,74.36949,-1.0
345,476.76096,651.86444,601.66205,297.16763,491.84363,408.67203,-1.0
346,1543.706,5781.2017,316.1789,291.05377,1661.4475,2094.9626,-1.0
347,3859.8945,452.68173,369.50247,2268.092,984.7052,1166.3333,-1.0
348,2016.7673,368.8394,138.38602,217.83806,680.6691,516.72363,-1.0
349,389.14572,166.51457,711.9235,104.845795,221.76004,242.11263,-1.0
350,279.69547,1454.6544,3570.6343,510.13242,124.68308,131.20256,-1.0
351,103.47243,336.53848,161.15764,332.41263,744.9581,492.73856,-1.0
352,4702.349,103.32491,217.18968,873.8112,878.01105,1112.5524,-1.0
353,1242.3943,644.90436,673.5776,331.64597,280.93945,1439.3129,-1.0
354,1536.6097,420.88785,777.47565,832.28534,2789.7808,527.03094,-1.0
355,957.31287,424.61612,1409.6243,334.2386,177.9667,891.9155,-1.0
356,192.34628,306.9341,488.61774,1561.1272,459.68884,1636.6859,-1.0
357,396.3176,1604.5621,142.18513,383.5769,344.41296,417.39694,-1.0
358,178.73677,1669.4729,172.48552,1520.8866,582.6669,594.0632,-1.0
359,506.0461,279.26175,3102.7268,1394.463,2039.2516,445.93167,-1.0
360,58.82687,1079.1112,572.7243,3231.7705,1259.2301,245.20091,-1.0
361,1276.0591,702.79596,1402.4825,413.94675,524.9397,8635.827,-1.0
362,1340.797,1172.9496,212.74568,789.1531,63.12558,3587.366,-1.0
363,2246.4497,161.79375,566.2781,1495.9076,121.923615,1118.7421,-1.0
364,862.2995,1252.9762,164.6877,1172.4474,147.94415,360.49634,-1.0
365,301.90164,163.32794,200.83626,382.51566,752.26715,1252.3064,-1.0
366,1188.759,745.29913,323.78827,175.59575,5126.2046,1137.9098,-1.0
